blotta (verb)	Nu blottas i stället ett helvetesgap. 
skymningsljus (noun)	Den kom långsamt men taktfast närmare, omsvept av skymningsljuset, omringad av Atlanten. 
skymt (noun)	Många får bara se en skymt av henne. 
kejsardöme (noun)	Och Battenbach beger sig till Persien, till kejsardömet Iran, och förundras över den egendomliga persiska som man talar där. 
kelgris (noun)	Det goda hemmet känner icke till några privilegierade eller tillbakasatta, inga kelgrisar och inga styvbarn. 
blåbyxa (noun)	Tror ni förresten att snäva blåbyxor skulle sälja lika bra som tajta jeans? 
skälig (adjective)	Och vad händer den dag de där begär skäliga löner för sitt arbete? 
blöjbyte (noun)	Efter det går jag en promenad med Julia, och när vi kommer hem är det matdags och blöjbyte igen. 
kids (noun)	Skrev jag nyss, helt oironiskt, nere med kidsen? 
boklig (adjective)	Medan franskan snarast är fräsig och boklig. 
skärskåda (verb)	I det följande skärskådas det privata brevets olika delar. 
bokning (noun)	Efter högst tre timmar får du bekräftelse på att din bokning klickat. 
skåda (verb)	i hamnar som du aldrig skådat löper in ; 
bokrecension (noun)	Här följer exempel på vad som bör finnas med i en bokrecension. 
boksamling (noun)	Hon hade därför en ansenlig boksamling. 
kiselgur (noun)	Han lät nitroglycerinet sugas upp av kiselgur och fick därmed en fastare och säkrare produkt. 
bokstavligen (adverb)	Vi har ju numera tillgång till bokstavligen hela världen varje språk har åtminstone någon representant i Sverige. 
kladda (verb)	Vill du inte kladda med mat i stolen rekommenderar vi att du tar med näringslösning i form av dropp. 
klagomål (noun)	Stefan lyssnade till slut på klagomålen från sina anställda och gick en veckoslutsutbildning i ledarskap. 
sköldpadda (noun)	Varför utplånades inte krokodiler, ödlor och sköldpaddor? 
bombplan (noun)	Bombplanen drar fram över den tyska himlen som silversnören. 
skönhetsfläck (noun)	Felen kan snarare betecknas som onödiga skönhetsfläckar. 
skönhetsupplevelse (noun)	Det finns ytterligare en poäng i mötet med de andra språken, en extra skönhetsupplevelse. 
klarhet (noun)	Vi hoppas så snart som möjligt få klarhet i vad som ligger bakom det här. 
borgarklass (noun)	Det var främst borgarklassen som lade sig till med naturnamnen. 
klarna (verb)	På så sätt klarnar dina tankar, och du ser vad du kan få ut av frågeställningen. 
klarspråk (noun)	Nu tänker hon tala klarspråk med honom. 
slagkraftig (adjective)	En slagkraftig inledning som lockar till läsning skadar aldrig. 
bortamål (noun)	Hon var länge lite osäker när hon pratade bortamål, men hon kände sig inte mindervärdig. 
slagord (noun)	Vi var tusentals som stolta tågade genom stan och ropade slagord. 
bortförklaring (noun)	Men du anar inte vilka konstiga ursäkter och bortförklaringar man kan få höra. 
bortom (preposition)	Framför allt måste man vörda kommunikation, upplevelser och erfarenheter, som förmedlas bortom orden. 
bortse (verb)	Några enstaka småolyckor med lindriga personskador kunde man lätt bortse från. 
kleta (verb)	Det är så trist och endimensionellt att bunta ihop allt icke-svenskt och kleta dit etiketten invandrare. 
slapp (adjective)	Efter förmiddagsfikan ryter Lotta till: Det är så slappt att inte plocka undan efter sig när man har fikat. 
klimatförsämring (noun)	Dessa växelvarma djur är nämligen mycket känsliga för klimatförsämringar. 
slarv (noun)	Det är alltså inte fråga om lättja eller slarv som man skulle kunna tro. 
bottenläge (noun)	När kurvan når bottenläget inträder det stadium som kallas för utbrändhet. 
slaveri (noun)	Samtidigt reagerade hon starkt mot slaveriet i Södern. 
boule (noun)	Det bästa är söndagsförmiddagarna när vi gubbar i pensionärsföreningen spelar boule i parken. 
klimatologisk (adjective)	Klimatologiska skillnader existerade säkert men årstidsväxlingarna visade mindre variation, och att polarisen saknades bidrog till att klimatet blev varmare. 
brasilianare (noun)	De följs tätt av brasilianare med 231. 
klipp (noun)	Pojkar tittar mer på klipp, spelar spel och laddar ner material. 
slita ut (vbm)	Elva år senare dog Ainos mor, utsliten efter ett liv som piga, skinnstansare och dubbelarbetande mamma. 
slopa (verb)	Ämnet är: Slopa (inte) betygen i grundskolan 1. 
brinna ned (vbm)	När han var endast några månader gammal brann familjens hus ned. 
britskamrat (noun)	Det ger han till britskamraten, en elektriker från Groningen som har stenbrottskommendering och bara väger fyrtiofem kilo. 
slutföra (verb)	Straat återvänder till Holland och slutför sina fysikstudier för att sedan bli lärare. 
slutsignal (noun)	Efter slutsignalen har Göran tid att svara på några frågor. 
sluttning (noun)	Det finns också rasrisk för några villor som ligger på en sluttning vid Pileån. 
brottslig (adjective)	På 1700-talet i Sverige var det brottsligt att sätta barn till världen utanför äktenskapet. 
brottsling (noun)	Ska vi nu tycka synd om brottslingar också? 
brottsutredning (noun)	Men hon lägger sig ändå i brottsutredningen, och poliserna undrar vad tusan hon håller på med: 
släktnamn (noun)	När han var i 50-årsåldern blev han adlad och gjorde om sitt släktnamn till von Linné. 
brudgum (noun)	Den fest som mannens vänner ordnar för honom (brudgummen) kallas svensexa. 
kläcka (verb)	Häromdagen hörde jag att en minister i en intervju lät kläcka ur sig you name it. 
klädbutik (noun)	Birgitta blir tagen på bar gärning när hon snattar i en klädbutik i centrum. 
brunstgnägg (noun)	Exempel på sådana är Horsäng och Brunstgnägg. 
slå ett slag (vbm)	Man kanske skulle slå ett slag för tvättstugan i alla fall. 
slå fast (vbm)	Men 1916 slog riksdagen fast att vänstertrafik skulle råda och det skrevs lagar och förordningar om detta. 
brylling (noun)	De prioriteras i princip oavsett om de är nära kusiner eller avlägsna bryllingar. 
brytning (noun)	Med stark brytning på australisk engelska ger han ett smakprov: 
slå ner (vbm)	Han hade bara att slå sig ner och fråga: Vad får man för gott i dag då? 
knepig (adjective)	Inte ens mina knepigaste sidor. 
slösa (verb)	Man ska spara sina pengar och inte slösa bort dem på onödiga prylar. 
smakportion (noun)	Det handlar om att koka välling, byta blöjor, leka, sova middag, tvätta och laga smakportioner. 
smakprov (noun)	Med stark brytning på australisk engelska ger han ett smakprov: 
budgetalternativ (noun)	Notjet är det radikala budgetalternativet där allt som fördyrar i onödan är bortskalat. 
budgetrådgivare (noun)	När man börjar låna till sin konsumtion är man ute på en farlig väg, säger budgetrådgivare Pia Ottosson. 
smartphone (noun)	2013 beräknas nio av tio svenskar ha en smartphone. 
bukta (verb)	Isaac Newton och andra hävdade att jorden var platt vid polerna och buktade ut lite vid ekvatorn. 
bulgar (noun)	Bulgarer är opålitliga, påstod till exempel en grupp svenska turister som Per Lundberg mötte där. 
kodord (noun)	Vi utvecklade en sorts bruten kompissvenska som smakade salta popcorn och innehöll massor av kodord som bara vi förstod. 
kodväxling (noun)	Ibland kan ett av språken vara det känslomässigt starkare och framkalla kodväxling i laddade situationer. 
koffert (noun)	Svenskan hade slips och fällde ibland upp en koffert på kökssoffan, full av dukar och skjortor, strumpor och porslin. 
kofta (noun)	och jag skulle sticka en kofta 
smiley (noun)	Jag förklarade att det handlade om smileys och vi skrattade åt saken. 
bunta ihop (vbm)	Det är så trist och endimensionellt att bunta ihop allt icke-svenskt och kleta dit etiketten invandrare. 
sms-förkortning (noun)	En slags sms-förkortning av detsamma. 
sms-text (noun)	Jan Garnert funderar på att jämföra de moderna meddelandena, SMS-texterna, med gamla tiders korta brevmeddelanden. 
smula (noun)	Bordet är så äckligt med alla smulor och odiskade kaffemuggar. 
bussförare (noun)	Jag är en av stadens taxichaufförer som gärna skulle vilja anknyta till bussförarens insändare häromdagen. 
kolesterol (noun)	Dietister, kostråd, snabbmat, kolesterol, BMI. 
kolesterolvärde (noun)	Vi brukar därför börja med att kolla blodtryck och kolesterolvärde, sedan mäter vi midjemåttet och räknar ut ett BMI-tal. 
butikskontrollant (noun)	Tyvärr åkte jag fast, för en butikskontrollant såg det. 
butikslokal (noun)	Det privata samtalet blev offentligt i butikslokalerna, det gällde att vakta sin tunga. 
butiksstöld (noun)	Dalköping har drabbats av en dramatisk ökning av butiksstölder de senaste veckorna. 
bybo (noun)	Karitiâna är det totalt dominerande språket och talas av bybor i alla åldrar. 
smycka (verb)	Staden San Remo bidrar varje år med blommor för att smycka lokalerna. 
kollidera (verb)	En nedfallande jättemeteorit ska ha kolliderat med jorden. 
kollision (noun)	Nästan varje dag händer det att jag måste tvärbromsa för att undgå kollision. 
kollo (noun)	Jag inser att jag måste söka i dom lite mer perifera områdena ett springvikariat någonstans, ett sommarjobb, på kollo? 
gnadsföretag. 
byggnadskonstruktion (noun)	Han arbetade utomlands och lärde sig då hur man använde armerad betong i byggnadskonstruktioner. 
kolonialism (noun)	På 1800-talet kallades det imperialism och kolonialism. 
byggstart (noun)	Gösta: Det är omöjligt att svara på i dag, men helt klart är att byggstarten kommer att bli försenad. 
smärtsam (adjective)	Att lära sig ett nytt språk i vuxen ålder är en lång, mödosam och ibland smärtsam process. 
småbarnsförälder (noun)	Som småbarnsförälder hinner man inte med så många nöjen. 
småbarnspappa (noun)	En dag i en småbarnspappas liv kan vara ganska hektisk och fylld av uppgifter som avlöser varandra. 
småbåtshamn (noun)	småbåtshamn = små-båts-hamn, fiskevattenägareförbundet = fiske-vatten-ägare-förbundet 
bälteslag (noun)	Annat är det med bälteslagen. 
smågrupp (noun)	Du skriver berättelser och artiklar och allt du skriver granskas sedan i smågrupper av andra deltagare. 
komma till pass (vbm)	Då kommer förstärkningsorden väl till pass. 
komma tillrätta (vbm)	Hur ska man komma tillrätta med formfelen? 
komma över (vbm)	Jag läste allt jag kom över ; i början mest på engelska förstås. 
bävernylon (noun)	Mitt vackra barn i bävernylon 
kommahem-känsla (noun)	Det blev ingen kommahem-känsla, för jag kände mig inte helt hemma i språket. 
kommendant (noun)	Kommendanten ska ha kamratfest. 
kommendera (verb)	Vid uppställningarna måste han vara försiktig, särskilt när man kommenderar mössorna av. 
bås (noun)	I ett bås bredvid dörren sitter en SS-man och läser. 
småskola (noun)	I småskolan var jag faktiskt mest imponerad av kartrummet. 
kommentera (verb)	Tidningens medarbetare samlas och chefredaktören kommenterar gårdagens tidning och eventuella reaktioner från läsarna innan han delar ut dagens uppgifter. 
småspråk (noun)	Genom historien har naturkatastrofer och epidemier slagit ut enstaka småspråk. 
bögpar (noun)	2) Barnet lever med ett lesbiskt par och ett bögpar. 
böjningsform (noun)	Att stryka under alla böjningsformer i en tidningstext är en bra övning. 
böldpest (noun)	Jag märkte ingen nytta av mitt arbete, tyckte att jag satte plåster på böldpest. 
bönfalla (verb)	Pappas blick bönföll om mammas tålamod. 
småäta (verb)	Egentligen borde jag inte småäta så mycket utan äta ordentligt när jag kommer hem, tänker han. 
börskrasch (noun)	Men då kom börskraschen i USA och Kreuger fick stora problem. 
kommuninvånare (noun)	Det kommer enorma mängder e-brev från kommuninvånarna och jag försöker besvara de flesta så fort jag kan. 
snabbdatera (verb)	Detta sätt att snabbdatera används på vykort o.dyl. där det finns lite plats för att skriva datum. 
snabbfika (noun)	På vägen tillbaka till redaktionen tar Jonas en snabbfika och tänker på vad han ska skriva om Birgitta. 
kompetens (noun)	Det tar tid innan du förmår utveckla din skriftliga kompetens. 
center (noun)	centerpartiet (c) eller centern 
kompissvenska (noun)	Vi utvecklade en sorts bruten kompissvenska som smakade salta popcorn och innehöll massor av kodord som bara vi förstod. 
snarlik (adjective)	Vi har snarlik klädkod, men han har lyckats mycket bättre. 
ceremoni (noun)	Hon tyckte om de katolska ritualerna och ceremonierna. 
komplimang (noun)	Du får ta emot komplimanger från någon i din närhet. 
ceremoniel (noun)	Tvättstugan har ju sin egen ceremoniel och sina egna ritualer och sitt mycket inrutade schema. 
chanslös (adjective)	Tänk om det blir motorfel högt uppe i luften, då är man ju chanslös. 
charterarrangemang (noun)	Glöm dyra charterarrangemang med varm mat, extra benutrymme och transferbussar. 
chatt (noun)	Så ledigt jag bara kan går jag tillbaka in i chatten och svarar syster: 
koncentration (noun)	Sen får vi svårare med koncentrationen och beslutsfattandet. 
koncentrera (verb)	Jag gick på kurs, men jag kunde inte koncentrera mig. 
chilipasta (noun)	Den nordafrikanska arabiskan är harissa, den röda chilipastan, rund och stark. 
konfirmationsdag (noun)	På min konfirmationsdag tog jag upp råg på förmiddan och fick nattvarden på eftermiddan. 
konflikthärd (noun)	Då försvinner ju den här konflikthärden. 
konfrontation (noun)	både hemma och på jobbet än med direkt konfrontation som är Frejas teknik. 
konjak (noun)	Säger jag B så menar jag brännvin, K betyder konjak. 
cirkel (noun)	Gå på tvärs, gå i en cirkel, komma långt åt helvete. 
snäsa (noun)	Uppfostran blev snäsor och luggar, » Gud som haver » och vara lydig. 
snäv (adjective)	Tror ni förresten att snäva blåbyxor skulle sälja lika bra som tajta jeans? 
konsensus (noun)	De vill alltid försöka uppnå konsensus. 
cocacola (noun)	När de hade frågat mannen i baren om han hade cocacola, hade han skakat på huvudet. 
cool (adjective)	Min kompis har ett coolt tv-spel som jag skulle vilja ha. 
cred (noun)	All ungdomlig cred jag någonsin känt, inbringat eller byggt, dog. 
cup (noun)	Anmälningsavgifterna till cuperna kan vara rätt höga och sedan måste vi köpa matchtröjor och bollar. 
curling (noun)	Curling är också kul att titta på, och där är ju damerna också framgångsrika. 
konserveringsmedel (noun)	De har till och med konserveringsmedel i lingonsylten! 
cykelhjälm (noun)	Staket och cykelhjälmar är typiskt svenskt, vi är nordiska mästare i att ordna så att man minskar risker. 
cykelhuligan (noun)	Svar från en cykelhuligan 
socialantropolog (noun)	Socialantropologen Edward T Hall hävdar att så mycket som 60 procent av all vår kommunikation är ordlös, icke-verbal. 
konstapel (noun)	Fram till 1960-talet fanns ett gammalt system som gick ut på att tilltala varandra med titlar: konstapeln, ingenjörn osv. 
socialassistent (noun)	Efter bara tio månader som socialassistent hoppade hon av. 
konstaterande (noun)	Tvärtom, det känns nästan kärleksfullt eller åtminstone konstaterande. 
cyklist (noun)	Jag tycker att han är orättvis och att han utmålar oss cyklister som ett överdrivet stort trafikproblem. 
socialhögskola (noun)	Anders Jag går egentligen på Socialhögskolan, men jobbar extra här ett par nätter i veckan. 
konstitution (noun)	Ofta hänvisas till konstitutionen. 
dagcentral (noun)	Vi är några stycken som brukar träffas nere på dagcentralen. 
socialtjänst (noun)	Ovanläders kommun, socialtjänsten Skogatan 44 858 82 Ovanläder 
sociolekt (noun)	Sociolekt är ett begrepp, som syftar på den språkliga variation som utmärker en social grupp. 
dagsläge (noun)	Gösta: Nej, men i dagsläget kan vi inte utesluta att marken kan vara förgiftad. 
socionomexamen (noun)	Kvalifikationer: Socionomexamen eller en annan utbildning/erfarenhet som bedöms likvärdig. 
daktyl (noun)	Versradens rytm åstadkoms vanligen med hjälp av versfötter som jamber, anapester och daktyler. 
socken (noun)	Människor föddes, levde och dog i en och samma trakt, ofta i samma härad eller till och med socken. 
dala (verb)	Så småningom dalade den väldiga mängden stoft ner på jorden. 
dalkulla (noun)	Har ni hört, vi har fått hit en dalkulla! 
dalmas (noun)	Hennes pappa var dalmas, och det var i Malung familjen bodde. 
dalmål (noun)	Det är t.ex. härligt att lyssna till fina svenska dialekter som gotländska eller dalmål. 
kontaktkommitté (noun)	Jag har en vuxen dotter och jag är också medlem i kontaktkommittén i kvarteret Magistern på Söder. 
kontaktnät (noun)	Har du ett brett kontaktnät? 
danska (noun)	Och ordet rolig har kvar sin ursprungsbetydelse av ro, alltså lugn på danska och norska. 
danssteg (noun)	Då och då tar han till och med ett par danssteg. 
darrig (adjective)	Jag surfar in på min systers sajt, fortfarande lätt darrig av min insikt. 
kontorsarbete (noun)	Arbetsuppgifter: Dagligt kontorsarbete under registrators ledning såsom diarieföring och arkivering av ärenden, telefonservice, posthantering, utskick, visst skrivarbete. 
soldatnamn (noun)	Även soldatnamnen började användas kring 1600-talet. 
kontraproduktiv (adjective)	Det kan vara rent kontraproduktivt. 
datatrafik (noun)	Facebooks datatrafik talar sitt eget tydliga språk. 
datera (verb)	Detta sätt att datera är regel inom kontor och förvaltning och bör inte användas i löptext. 
datering (noun)	Ett tredje sätt är datering med snedstreck, t.ex. 2/12 02 (utläses: andra i tolfte tjuguhundratvå). 
dativ (noun)	Ordet lagom är en gammal pluralform (i dativ) av substantivet lag. 
kontroversiell (adjective)	Författare som förvränger maktens språk eller använder underklassens uttryckssätt har alltid varit kontroversiella. 
debattartikel (noun)	Det kan vara att skriva en berättelse, en debattartikel eller officiell rapport. 
konversera (verb)	Innan hon fyllde tolv år kunde hon konversera på grekiska, latin, franska och tyska. 
debattör (noun)	Författaren, debattören, DN-medarbetaren och resenären Sven Lindqvist låter blicken lämna lägenhetsväggen på Söder i Stockholm. 
konvertera (verb)	Enda sättet att bli accepterad skulle vara att konvertera till katolicismen. 
solskada (noun)	Förutom när man hittar ett internetcafé och kan hotmejla hem om solskador och billig sprit. 
konvulsivisk (adjective)	Kunde, när han förargades under lek, falla ner i kvävningar med konvulsiviska skratt. 
debutroman (noun)	Tio år senare skulle han använda en utvecklad variant av den brutna kompissvenskan i sin debutroman Ett öga rött. 
koppling (noun)	Familjen håller på att förändras och kopplingen mellan att vara ett äkta par och föräldrar är inte längre given. 
som en dröm (abm)	Visst låter det som en dröm! 
korall (noun)	pärlemor och koraller, ebenholts och bärnsten 
som ett brev på posten (abm)	Att dialekterna bleknar kommer alltså som ett brev på posten. 
som korvspad (abm)	Det är klart som korvspad att folk som vill utbilda sig kommer att välja datorn i framtiden, menar e-pedagogerna. 
som oftast (abm)	Timmarna i hemmet, som oftast är den plats 
demokratisk (adjective)	Andra tycker att vi bör behålla det demokratiska och väl förankrade du. 
som sig bör (abm)	Som sig bör finns Nordens enda forskningsinstitution där man ägnar sig åt ängslan och blyghet i Jyväskylä i Finland. 
demonstration (noun)	Efter demonstrationen träffades vi i Folkets park och lyssnade på någon känd politiker som höll tal. 
demonstrationståg (noun)	Den första maj 1940 gick 80 000 personer i demonstrationståget i Stockholm. 
korrigera (verb)	Bara när det hakar upp sig eller man verkligen behöver ett handtag, ska man under ett samtal korrigera. 
korsa (verb)	Lagen sattes på pränt av författaren Aksel Sandemose i boken En flykting korsar sitt spår som kom ut 1933. 
korta (verb)	Hon säger att de kanske kan korta ner den och redigera om den för det är ett angeläget ämne. 
sommarmorgon (noun)	Att många blir de sköna sommarmorgnar, 
korthus (noun)	Idag har familjen, som borde vara det fundament som hela samhället vilar på, fallit ihop som ett korthus. 
dessemellan (adverb)	Dessutom är de ofta säsongsarbeten med arbetslöshet dessemellan. 
kortsiktig (adjective)	Romantiska kvällar på kvarterskrogen är för kortsiktigt. 
kortvikariat (noun)	Bara ett kortvikariat men ändå, kanske en ingång. 
sommarvecka (noun)	Jag trodde att Grekland för dem inte var annat än några sommarveckor då och då. 
son-namn (noun)	De tjugo vanligaste namnen är son-namn och de näst vanligaste är namn som innehåller ord från naturen. 
diarieföring (noun)	Arbetsuppgifter: Dagligt kontorsarbete under registrators ledning såsom diarieföring och arkivering av ärenden, telefonservice, posthantering, utskick, visst skrivarbete. 
kostsam (adjective)	Jonas: Blir det kostsamt? 
diffus (adjective)	Det finns flera uttryck av samma lite diffusa slag. 
kotlett (noun)	Men nu vill han lära sig några ord: snaps, polis, tack, varsågod, bord, stol, säng, restaurang, kotlett. 
diktgenre (noun)	En mycket berömd diktgenre är haikudiktningen. 
kraftfull (adjective)	När de var arga kändes franskan mer kraftfull! 
dikttradition (noun)	Den har sitt ursprung i gammal japansk dikttradition. 
dimension (noun)	I flickornas internetanvändning går det att urskilja en tydlig social dimension där kommunikationen i sig är huvudändamålet skriver Medierådet. 
dimpa (verb)	Vi damp ner i en fruktansvärd kris i vilken miljoner kineser hungrade. 
dimridå (noun)	Det lade ut dimridåer. 
dingla (verb)	Plastpåsen hängs enkelt upp i kroken där syrgasmasken skulle ha dinglat ut (om den fungerat). 
krascha (verb)	Han omkom i en flygolycka när hans plan av okänd anledning kraschade nära Ndola. 
sound (noun)	Det finns till och med flera grupper som klär sig som ABBA och imiterar deras speciella sound. 
direktreklam (noun)	Lotta: En lapp på brevlådan hjälper inte mot adresserad direktreklam som kan vara så förödmjukande ibland. 
discomusik (noun)	När han växte upp lyssnade han jämt på pop och discomusik. 
kreditinstitut (noun)	Det är mycket som lockar till konsumtion och relativt lätt att få lån från såväl banker som kreditinstitut. 
sovra (verb)	Ta med det väsentligaste, det som bär upp texten, och sovra bland detaljerna. 
diskriminera (verb)	diskrimineras på grund av kön, etnicitet, sexuell läggning eller funktionshinder. 
krematorium (noun)	Alla dessa ord utvinner han ur krematorium. 
diskrimineringsfråga (noun)	Kunskaper om utomeuropeiska kulturer och språk liksom tidigare kontakt med diskrimineringsfrågor är meriterande. 
diskrimineringsombudsman (noun)	DO: Diskrimineringsombudsmannen är en myndighet som övervakar att ingen 
spade (noun)	sittande på huk bredvid sandlådan där Julia grävde och byggde frenetiskt med sin röda hink och spade. 
krets (noun)	I genomsnitt ingår tolv vänner i den närmaste kretsen. 
diskussionsprotokoll (noun)	En annan form av protokollskrivande är diskussionsprotokoll. 
diskvatten (noun)	Vi såg dem dricka det sista av diskvattnet i jakten på även de sista dropparna näring. 
spalt (noun)	I vänstra spalten finns ord från texterna. 
distrahera (verb)	Den här studien visar orsaker till att bilförare distraheras och kör sämre. 
krigsbyte (noun)	En del böcker köpte hon men en del togs som krigsbyte av svenska soldater i kriget. 
djungel (noun)	Inne i city är man helt oskyddad och här gäller djungelns lag om man ska ta sig fram helskinnad. 
krigsår (noun)	Under krigsåren talade han lugnande i radio till befolkningen och sa bland annat att vår beredskap är god. 
spark (noun)	Han väntar sig att när som helst få sig en spark. 
djurart (noun)	Det handlar om ett gigantiskt massutdöende av många djurarter. 
dna (noun)	Äpple lär vara bättre än choklad när det gäller att säkra dna. 
dna-profil (noun)	På så sätt kan du hjälpa polisen att få fram tjuvens dna-profil. 
krita (noun)	Men 1980 hittade ett amerikanskt forskarlag i Italien ett smalt iridiumhaltigt lerlager som markerade gränsen mellan krita och tertiärperioden. 
specialistutbildning (noun)	För att bli en god översättare krävs förutom mycket goda språkkunskaper också flerårig specialistutbildning. 
kritaperiod (noun)	Mycket har skrivits om mysteriet med dinosauriernas utdöende vid övergången från kritaperioden till tertiärperioden för 65 miljoner år sen. 
kritisk (adjective)	Men vi anser ju att vi är objektiva och kritiska och skiljer på reklam och redaktionell text. 
doldis (noun)	Med modernt språkbruk skulle man kunna kalla honom doldis. 
spegelbild (noun)	Att använda sig av brottet som en spegelbild av ett samhälle är dock en bra berättarform. 
spekulera (verb)	Man har också spekulerat i Leonardo da Vincis sexuella läggning. 
domänförlust (noun)	Men kanske mest märkbar är den språkliga domänförlusten inom det naturvetenskapliga området, där engelskan så gott som tagit över. 
donation (noun)	Vi skulle också behöva en donation av den storleken, säger Noriko Aikawa. 
donator (noun)	I en katalog fick de sig presenterat ett stort urval av villiga donatorer. 
kronblad (noun)	Man har kallat haikun för en vacker blomma med kronblad av 17 stavelser. 
dop (noun)	Det är alltid hennes vänner vi bjuder på fester och middagar och barnens dop, för jag har inga. 
spermadonation (noun)	Pappaledigt, föräldrautbildning, partnerskap, homoadoptioner, spermadonationer ja, jag vet inte allt, var ska det sluta? 
spermadonator (noun)	På ett formulär fick hon välja känd eller anonym spermadonator. 
spinkig (adjective)	som är liten spinkig och ensam 
dra ut på tiden (vbm)	Viveca tror att det som vanligt kommer att dra ut på tiden. 
dra över (vbm)	De fann då att hennes tänder var överdragna med kvicksilver. 
dragig (adjective)	Även rummen i slottet var kalla och dragiga och efter fyra månader drog han på sig lunginflammation och avled. 
spisskydd (noun)	Spisskydd är mycket ovanliga i Norge och danskarna tycker att svenskar är rent fixerade vid trygghet. 
dragningskraft (noun)	Varuhuset i Shanghai har enligt Jenny Hedin (Dagens industri, 29/11 11) stor dragningskraft på kineserna. 
krya på sig (vbm)	Straat kryar på sig, och när vårdaren åter frågar om hans språk låtsas han inte förstå. 
drakflygare (noun)	Bergsklättrare, fallskärmshoppare, drakflygare och skidåkare, bland annat, räknas hit. 
sportaffär (noun)	Lotta har massor av synpunkter och erbjuder sig att följa med till en sportaffär och välja redskap. 
drastisk (adjective)	Jag kände igen den raka och drastiska humorn inom den goda mansvärlden. 
kryp (noun)	Små djur med åtta ben och andra insekter och kryp. 
sportfåne (noun)	Någon sportfåne har jag aldrig varit. 
dricka ur (vbm)	drack man ur så här. 
drift (noun)	Standardengelskan är på drift, språklärarna förvirrade och engelska språket förutspås tappa mark om eller när maktcentrum flyttar till Asien. 
sportkanal (noun)	Och det är det nästan alltid för jag har alla sportkanaler. 
sportsida (noun)	Det första Erika gör på morgonen är att slå upp sportsidorna. 
drinkmeny (noun)	Han sitter och bläddrar i en sådan där drinkmeny som står uppställd på bordet. 
kräm (noun)	Krämer och parfymer var inget för henne. 
kränga (verb)	Det var med nöd och näppe han hann att kränga på sig den ena skon. 
sprej (noun)	De säger att det beror på att vi har kylskåp och sprej. 
spricka (noun)	Att den på sin höjd kommer att vara en spricka jag ledigt kan dansa över. 
kräsen (adjective)	Själv tycker hon det är tråkigt att singelmammorna ofta beskrivs som egoistiska och kräsna karriärkvinnor som vill ha allt. 
springvikariat (noun)	Jag inser att jag måste söka i dom lite mer perifera områdena ett springvikariat någonstans, ett sommarjobb, på kollo? 
kulle (noun)	Jag brukar sitta där på kvällarna, lyssna på någon av mina musiker och titta ut över Roms kullar. 
sprängolja (noun)	Rederierna var rädda för att lasta sprängoljan och flera länder stiftade lagar mot användning av nitroglycerin. 
språkbad (noun)	Du befinner dig i ett språkbad. 
kulturmöte (noun)	Jag pratar mycket om invandrarfientlighet och kulturmöten och så. 
språkbegåvning (noun)	Språkbegåvning: Om du har lätt för språk är du att gratulera. 
kulturområde (noun)	Orsaken är att genretyperna i hög grad kan variera mellan olika kulturområden. 
språkbruk (noun)	Med modernt språkbruk skulle man kunna kalla honom doldis. 
duande (noun)	Ett allmänt duande kändes som en befrielse. 
språkfråga (noun)	Vi talade inte sällan om språkfrågor. 
språkfärdighet (noun)	Man brukar dela in en persons språkfärdighet i förmågan att lyssna, tala, läsa och skriva. 
språkförmåga (noun)	Den mänskliga hjärnans språkförmåga är rikare än så. 
dubbelliv (noun)	Jag vet egentligen inte om jag gör rätt man kanske kan kalla det dubbelliv. 
språkförståelse (noun)	Människor från medelhavsländerna talar så intensivt med hela kroppen, med minspel och tonfall, att det ger mig halva språkförståelsen. 
språkgranskare (noun)	Man ska då finna, att hur mycket man än har ansträngt sig, kommer språkgranskaren ändå att ändra. 
språkgräns (noun)	Så kan en lång vänskap formas, över språkgränserna. 
språkinlärning (noun)	För språkinlärning och integration sker bäst från person till person. 
språklandskap (noun)	Men språklandskapet har ändrat sig mer än så. 
språklektion (noun)	Det är en veritabel språklektion, som de inte ens vet om att de ger, konstaterar Kuhl. 
språkljud (noun)	Läraren berättade att svenskan har ett 40-tal språkljud. 
kunnande (noun)	Men nu ingår hummandena i det stora allmänna, omedvetna kunnande som vi skaffat oss på området telefonumgänge. 
språkmelodi (noun)	När du övar uttal är det särskilt viktigt att träna på språkmelodin (rytmen och intonationen). 
dureform (noun)	1967-68 genomfördes i Sverige något som man kallar en dureform. 
kunnig (adjective)	Elsa var tekniskt kunnig, hade körkort och kunde skjuta. 
språkmiljö (noun)	Under de första två-tre åren är påverkan från språkmiljön du vistas i stor. 
kunskapsrevolution (noun)	Det talas i dag om en kunskapsrevolution inom utbildningsväsendet. 
språkpolitik (noun)	Tvärtom har islänningarna drivit en språkpolitik som går ut på att skydda isländskan från internationell påverkan. 
språkprofessor (noun)	År 2004 gav språkprofessor Ulla-Britt Kotsinas och rapparen Dogge Doggelito ut en ordlista med titeln Förortsslang (Norstedts Ordbok). 
kurage (noun)	Jag hade inte kurage nog att använda mitt eget språk jag skulle ju vara proffs! 
dvd-spelare (noun)	Lotta har köpt en ny dvd-spelare. 
dygd (noun)	Härliga, sedliga institution, heliga familj, oantastliga, gudomliga instiftelse, som skall uppfostra medborgare till sanning och dygd! 
språksvårighet (noun)	Språksvårigheterna är inte bara hinder ; de är också en väg till djupare förståelse och till större närhet. 
