betraktare (noun)	Hans huvudpersoner är vemodiga och ironiska betraktare av vardagens verklighet. 
skolfranska (noun)	Under den perioden bättrade jag också på min skolfranska. 
beträda (verb)	Beträda fält med växande gröda eller skogsplantering som kan ta skada. 
betydelsefull (adjective)	Forskarna har kommit fram till att REM-sömnen är mycket betydelsefull för inlärningen. 
skolkompis (noun)	Vi mobbade skolkompisar som lät bli att ingripa när deras systrar var ute på kvällarna och umgicks med män. 
bevakning (noun)	Under det följande halvåret var den 18-åriga systern satt under konstant bevakning. 
bibel (noun)	När kung Gustav Vasa lät översätta bibeln till svenska år 1541 var grunden lagd till ett enhetligt skriftspråk. 
kamratskap (noun)	galenskap (men ett sällskap, ett kamratskap) dom (av adjektiv) en sjukdom, en rikedom 
bibliotekskatalog (noun)	I dag har de flesta bibliotek en datoriserad bibliotekskatalog. 
skolstart (noun)	Ja, det är mycket som händer nu med skolstart och nya projekt på jobbet. 
skolutflykt (noun)	Nu, Annika, ska du få ett exempel: Gustav var med sina kamrater på skolutflykt. 
bifoga (verb)	Bifoga eventuellt länk till CEFR. 
kanon (noun)	Man sköt med kanoner och blåste i trumpeter hela vägen fram till Sixtinska kapellet, där påven väntade. 
bildlig (adjective)	Ordet har också fått en metaforisk (bildlig) betydelse. 
bildlärare (noun)	Snart hade han skaffat egen bostad och försörjde sig som bildlärare på en skola. 
skoprovning (noun)	Skoprovningen fick bli en bisak. 
kansli (noun)	Detta skriftspråk spreds också genom att kungens kansli sände ut skrivelser till hela riket. 
kanslisvenska (noun)	Numera försöker man förenkla kanslisvenskan och få bort onödigt krångliga konstruktioner. 
bilfri (adjective)	Fram för ett bilfritt centrum alltså! 
kant (noun)	Så nära jordens kant, med risk för att trilla av. 
bilfärd (noun)	Bilfärden fick mycket uppmärksamhet i de lokala tidningarna. 
bilism (noun)	Sektorn bilism och transporter står f n för över 30 % av Sveriges koldioxidutsläpp. 
kaos (noun)	Somliga hävdar också att mardrömmarna förbereder oss för kaos. 
biljettkassa (noun)	Damen i biljettkassan: Ja, det gör det. 
biljettkontor (noun)	Operans biljettkontor 50 50. 
skottår (noun)	Det året kallas skottår. 
kaotisk (adjective)	När en riktigt kaotisk situation inträffar har vi redan upplevt den i mardrömmen. 
biljettpris (noun)	Efter hand blev biljettpriserna lägre. 
kapa (verb)	Om man tar en tupplur varje dag är det alltså möjligt att kapa ganska mycket av nattsömnen. 
skovärld (noun)	Det var allt som han kände till från skovärlden. 
bilkö (noun)	Har ni förresten tänkt på att bilköerna vid rusningstid då skulle bli mycket kortare? 
kapital (noun)	Det var allt från Iliaden och Odyssén till Karl Marx Das Kapital. 
skrapa (noun)	Sedan skrapar man bort vattnet med skrapan. 
skrapa bort (vbm)	Sedan skrapar man bort vattnet med skrapan. 
bilprovning (noun)	Olle ringer till bilprovningen. 
kappa (noun)	här om sistens i kappan och kragen, 
kappe (noun)	På ett par månader hade han samlat väl en halv kappe. 
bilresa (noun)	Berthas bilresa brukar beskrivas som världens första riktiga resa med bil. 
skri (noun)	och måsarna ger skri 
skridsko (noun)	Det är inte vackra klänningstyger eller spetsar eller broscher eller skridskor eller konfektpåsar, det är något helt annat. 
kapten (noun)	Jag heter Pippilotta Viktualia Rullgardina Krusmynta Efraimsdotter Långstrump, dotter till kapten Efraim Långstrump, fordom havens skräck, numera negerkung. 
skriftlig (adjective)	Informationen ska vara skriftlig. 
skrik (noun)	Året var 1986, och det var oljestaden Kirkuk i irakiska Kurdistan som hörde hans första skrik. 
biogas (noun)	I Sverige och i många andra länder pågår utveckling av gröna alternativ, t.ex. el, biogas och etanol. 
biologisk (adjective)	Det finns en nivå där efterfrågan och uppfödning överensstämmer för den biologiska mångfaldens bästa. 
skrivelse (noun)	Detta skriftspråk spreds också genom att kungens kansli sände ut skrivelser till hela riket. 
bisak (noun)	Skoprovningen fick bli en bisak. 
karavan (noun)	tiger, karavan (från persiska) 
biskop (noun)	Exempel på latinska och grekiska lånord är kyrka, biskop, djävul, ängel, altare, påsk, skola, lektion, rektor, skriva. 
bister (adjective)	I bistra tider överlevde våra far- och morföräldrar på potatis med lite lingonsylt till. 
bistånd (noun)	Det gäller framför allt skolor, äldrevård, socialvård och socialt bistånd samt miljö- och hälsoskyddsarbete. 
skrockfull (adjective)	I alla tider har människor varit vidskepliga (skrockfulla) och trott på övernaturliga makter. 
björkris (noun)	På midsommarafton pryder folk sina hus, kyrkor, festlokaler, bilar och båtar med björkris. 
skrud (noun)	med blomsterkrans i håret och nattskjorta till skrud! 
karriärcoach (noun)	Magnus Netterblad jobbar som karriärcoach och rekryterare. 
skruvmejsel (noun)	Nu kan man inte ta muttrar med skruvmejsel, men faderns fantasi var i rörelse och han lät lura sig. 
skrynklig (adjective)	I handen höll han en mycket skrynklig liten papperslapp. 
skräck (noun)	Jag heter Pippilotta Viktualia Rullgardina Krusmynta Efraimsdotter Långstrump, dotter till kapten Efraim Långstrump, fordom havens skräck, numera negerkung. 
blekna (verb)	Tänk på att ta en kopia på kvittot, det finns nämligen risk att texten på ett kvitto bleknar bort. 
skrämma bort (vbm)	Det skrämmer bort trollen. 
skrämma upp (vbm)	De piskade upp stämningen genom sina anklagelser och fick stöd av uppskrämda föräldrar och nitiska präster. 
bli kvar (vbm)	Många av de flyktingar som kom till Sverige i slutet av andra världskriget blev kvar i landet. 
bli utan (vbm)	Han ville inte bli en förtryckt statare utan se sig om i världen. 
skräpa (verb)	Och man får inte skräpa ner i naturen! 
kasta bort (vbm)	Det blir bara bortkastade år. 
skräpa ner (vbm)	Och man får inte skräpa ner i naturen! 
skräpmat (noun)	Vi sätter i oss massor av godis och billig skräpmat vilket leder till sjukdomar. 
blinka (verb)	Med hjälp av Gustaf Daléns klippapparat blinkar fyrarna med jämna mellanrum. 
kasta sig (vbm)	Jag kastade mig över telefonen och bad att få komma på intervju redan samma eftermiddag. 
blinkning (noun)	Hon utplånas av en blinkning. 
blixt (noun)	När det åskade trodde människorna att bullret kom från Tors vagn och blixtarna från hans hammare. 
skugglek (noun)	Han håller paraplyet över Lydias huvud, lystrar till minsta rörelse som i en skugglek. 
skum (adjective)	Jag kunde inte förstå hur han kunde vara så lugn när det var så skumt. 
skura (verb)	Där behöver du nog skura ordentligt med ett ganska effektivt rengöringsmedel ... 
skutta (verb)	Rönnerdahl han skuttar med ett skratt ur sin säng. 
blodsdroppe (noun)	Näcken tar betalt med tre blodsdroppar från spelmannen. 
blodsocker (noun)	Man har också sett att vitamin D har betydelse för produktionen av insulin, som reglerar blodsockret. 
katastrofal (adjective)	Men skelettfynd av dinosaurier visar sällan på skador efter sjukdomar, vilket borde vara fallet vid en så katastrofal massdöd. 
blodtryck (noun)	Vi brukar därför börja med att kolla blodtryck och kolesterolvärde, sedan mäter vi midjemåttet och räknar ut ett BMI-tal. 
kateder (noun)	Ur fickan tog Pippi fram en liten fin guldklocka, som hon la på katedern. 
blomdoft (noun)	Kom, låt oss fara i blomdoft, ljus och toner 
blomkrans (noun)	Kanske är de blomkransar som vi sätter på huvudet på midsommarafton en rest av lövgubbetraditionen? 
skyddsande (noun)	Själva ordet vårdträd kommer från det gamla ordet vård som betydde skyddsande. 
skyddsnät (noun)	Rädsla är bra ... det fungerar som ett skyddsnät. 
blomsterkrans (noun)	med blomsterkrans i håret och nattskjorta till skrud! 
skyffla (verb)	Elden flammade i det väldiga lokomotivet där de skyfflade in kol, gnistorna yrde vilt ut i natten. 
kavaj (noun)	kuling, kavaj, mops (från nederländska) 
skygg (adjective)	Ormarna är nämligen skygga och försvinner oftast snabbt när en människa närmar sig. 
blota (verb)	Då brukade man blota offra till den gud som bestämde över solen och be honom komma tillbaka. 
skylla (verb)	David: Skyll inte på mig, det var inte jag som åt upp den. 
blott (adjective)	Som om han genom sin blotta närvaro ställde till problem för kvinnorna i utlåningsdisken. 
blott (adverb)	Natten är ljuv, le blott och dansa! 
skymma (verb)	Det är vackrast när det skymmer. 
blund (noun)	Jag hoppas du inte får en blund! 
kedja (noun)	Kedjan krånglade men hon fick en smed att fixa den. 
blyghet (noun)	Ett barn som hånas lär sig blyghet. 
bläddra igenom (vbm)	För fem år sedan bläddrade jag igenom tidningen och av en slump slog jag upp sidorna med platsannonser. 
blänga (verb)	satt och blängde, satt och blängde 
blänka (verb)	Skenorna blänkte i solen. 
skäggig (adjective)	Det var som om någon smekt över hans skäggiga ansikte med sin lena hand. 
blåkullafärd (noun)	De berättade om sina blåkullafärder och pekade ut de häxor som varit med dem. 
skälva (verb)	Men jag skälvde i hela kroppen. 
blåsa upp (vbm)	Vi vet ändå att universum hela tiden utvidgar sig, som en ballong som du blåser upp. 
blåsinstrument (noun)	blåsa + ett instrument = ett blåsinstrument 
blöta (verb)	Lydia sätter sig i baksätet med fotbollsväskan i knät och blöter ner hans ljusblå konstlädersäte. 
kil (noun)	De var av läder men med kilar av något slags töjbart tyg vid sidorna av skaften. 
bock (noun)	Bocken var symbol för guden Tor. 
skära ut (vbm)	Man skär ut hål i stora pumpor, och sätter ljus i dem. 
bod (noun)	Juden i den skumma boden verkade snäll. 
skärgårdsnatur (noun)	Ingen har som han i sina visor kunnat ge en bild av skärgårdsnaturen och den svenska sommaren. 
bokfan (noun)	eller Var är bokfan?. 
kilskrift (noun)	Det var lertavlor där man i den mjuka leran ristade in tecken, s k kilskrift. 
bokhandel (noun)	Just där, i samma bokhandel, snattade han också för första gången. 
bokningsnummer (noun)	Då får ni ett bokningsnummer av mig: 1 5 3 4. 
bokrulle (noun)	Papyrusbladen limmades sedan ihop och rullades upp på en pinne till bokrullar. 
boksida (noun)	På så sätt fick man en boksida. 
kissa (verb)	Nä, den låg på golvet i TV-rummet, och Ellen sparkade på mitt juiceglas när hon skulle gå och kissa. 
skåla (verb)	Gudarna var ledsna och besvikna men värden skålade för dem och sa att de hade varit jätteduktiga. 
kista (noun)	En större och en mindre, underförstått: kista. 
bokstavsrim (noun)	I en dikt med bokstavsrim rimmar ord som börjar på samma ljud. 
kitslig (adjective)	Där ingen kung finns och inga kitsliga präster, 
bokstavstyp (noun)	Han gjorde lösa bokstavstyper som placerades i en träram. 
boktitel (noun)	Några boktitlar lovar stora förändringar för den som tar en tupplur: Take a Nap! 
bombhot (noun)	Vad och vem som ligger bakom bombhotet är ännu okänt. 
bombhund (noun)	Polisen: Vi har skickat in bombhundar som just håller på att genomsöka hela köpcentret. 
bonddotter (noun)	Han flyttade till en liten gård i Värmland och gifte sig med en bonddotter. 
skönhet (noun)	Liksom en sagoprinsessa hade hon rikedom och skönhet. 
klang (noun)	Bonns har en positiv klang. 
bondehem (noun)	Hushållsmaskinerna kostade mer än vad de flesta arbetarhem och bondehem hade råd med. 
bondesamhälle (noun)	Vi har ju lämnat bondesamhället för länge sedan. 
bonusbarn (noun)	f Fredrik har tre bonusbarn som han 
klappa händerna (vbm)	Du kan också klappa i händerna. 
skönlitterär (adjective)	Språket i en faktatext skiljer sig från språket i en skönlitterär text. 
bonusfamilj (noun)	Ombildade familjer/Bonusfamilj 
sköta om (vbm)	* Hej då och sköt om dig! 
klara skivan (vbm)	Hur han klarar skivan, kan ingen förstå 
borgare (noun)	Exempel på tyska lånord från den här tiden är räkna, betala, borgare, stad, verkstad. 
skötsel (noun)	• att du inte har följt skötsel- och serviceinstruktionerna 
sladd (noun)	Det var en massa kablar och sladdar. 
borgmästare (noun)	Hennes pappa låg och sov i en hängmatta en bit därifrån, och han var borgmästare i staden. 
slaganfall (noun)	Fem människor dödades, bland dem Alfreds yngste bror Emil, och fadern drabbades något senare av ett slaganfall. 
slagbord (noun)	Vi sitter vid det stora slagbordet en julkväll på Mårbacka. 
klasshat (noun)	Jag mindes efteråt händelsen som en hård boll i bröstet, begynnelsen till klasshat. 
bortbyting (noun)	Det kallar man för en bortbyting. 
slagsmål (noun)	Jag såg ett hemskt slagsmål en gång. 
slakta (verb)	På vintern slaktades grisarna, så det var naturligt att skinka serverades som festmat. 
slaktare (noun)	Kryddbon, slaktaren etc. Huset börjar skötas per telefon ; då är husmodern inte på sin plats. 
bortsett från (ppm)	Bortsett från pengarna är det naturligtvis en ära att få Nobelpriset. 
slalomklubb (noun)	Under gymnasietiden jobbade hon extra en vinter (vintern 2002/2003) som skidlärare i Hagas slalomklubb. 
boskapsindustri (noun)	FN:s livsmedelsorgan, FAO, uppskattar att världens boskapsindustri står för 18 procent av de globala utsläppen av växthusgaser. 
boskapsskötare (noun)	Tidigt gick han till sjöss, och han bodde fem år i Argentina, där han bl a arbetade som boskapsskötare. 
slampa (noun)	Om de hade fått dåligt rykte som lösaktiga slampor hade de dragit skam över hela släkten. 
bostadshus (noun)	Tälta något dygn på behörigt avstånd från bostadshus ; för övernattning med husvagn bör markägaren tillfrågas. 
slangord (noun)	Slangord bildas på många olika sätt. 
bosättningstid (noun)	1.1 med bosättningstid 0-4 år i Sverige 
klimatförändring (noun)	Det måste väl bero på det där med klimatförändringar, växthuseffekten och ozonlagret som de pratar om hela tiden. 
botemedel (noun)	Det användes som botemedel mot könssjukdomen syfilis. 
klimatklättring (noun)	Du ägnar dig åt klimatklättring kan du förklara vad det betyder? 
slask (noun)	Slasket från i går har frusit till knottrig is. 
klimatmärkning (noun)	Det finns planer på ett slags klimatmärkning men ännu är den inte verklighet. 
bottenslam (noun)	En del grodor gräver ner sig i bottenslammet i någon sjö. 
slavisk (adjective)	Man kan säga att det uppstod indiska, romanska, slaviska och germanska dialekter av urspråket. 
boxkalv (noun)	Man ska aldrig köpa boxkalv. 
boxning (noun)	Boxning ser man tyvärr så sällan på svensk tv. 
klimatpåverkan (noun)	Att kräva varor med minsta möjliga klimatpåverkan är att visa handeln vad som är kommersiellt gångbart. 
slicka (verb)	Ur isen föddes en stor ko som började slicka på isen. 
klimatsmart (adjective)	Om vi är klimatsmarta handlar vi varor som har framställts så nära oss som möjligt. 
brandkår (noun)	Kommunen måste också ha en fungerande räddningstjänst (ambulans och brandkår). 
klimatvänlig (adjective)	Kanske skulle alger från havet kunna bli framtidens klimatvänliga bränsle i luften! 
sliper (noun)	Vi höll varandra i hand för att vi inte skulle falla ner mellan sliprarna. 
bransch (noun)	Andreas Men det här är verkligen något för dig: Eftersom branschen domineras av män ser vi gärna kvinnliga sökande. 
slit (noun)	Drängar och pigor som lyckades spara en del av lönen kunde efter några års slit köpa en amerikabiljett. 
klinisk (adjective)	Han ville bevisa att kaffe var ett dödligt gift genom en klinisk prövning med två dödsdömda enäggstvillingar som försökspersoner. 
slita sig (vbm)	Han blev då alldeles förtvivlad, slet sig i skägget och rev sig i håret. 
bre ut sig (vbm)	I de södra delarna av Sverige breder stora slätter ut sig. 
klippapparat (noun)	Med hjälp av Gustaf Daléns klippapparat blinkar fyrarna med jämna mellanrum. 
klippö (noun)	Ingen visste säkert var det låg, men man brukade peka ut den lilla klippön Blå Jungfrun i Kalmarsund. 
brevpapper (noun)	Detta kan vi läsa på gulnat brevpapper. 
slump (noun)	För fem år sedan bläddrade jag igenom tidningen och av en slump slog jag upp sidorna med platsannonser. 
kliv (noun)	Han reste sig och tog försiktigt ett par kliv. 
kliva (verb)	Han var ytterst noga med att inte kliva utanför mattans ytterkant, det lovliga området. 
slumra till (vbm)	Var det lugnt lyckades han ibland också slumra till under natten på britsen bakom draperiet i portierlogen. 
klockfan (noun)	Substantiv är ord som du kan sätta fan eller jävel efter, t ex gubbjävel, stoljävel, klockfan. 
slungsten (noun)	Den tyckte han var rolig, eftersom den blev en bra slungsten på ett snöre. 
bris (noun)	BRIS: Barnens rätt i samhället. 
brits (noun)	Var det lugnt lyckades han ibland också slumra till under natten på britsen bakom draperiet i portierlogen. 
klokhet (noun)	Vet du inte, att min rådgivare är beryktad för sin klokhet? 
brittisk (adjective)	Det tycker många i en brittisk studie. 
slutresultat (noun)	Du skissar och mäter för att få ett bra slutresultat. 
brokig (adjective)	Evert Taube hade liksom Ferlin en brokig ungdomstid. 
slutta (verb)	Banvallen sluttade brant ner, som i nattsvarta avgrunder. 
kloster (noun)	Ett av de första vikingatågen ledde till att klostret Lindisfarne i västra England plundrades år 793. 
klot (noun)	Redan långt innan människan kunde fotografera jorden från rymden visste man att jorden är ett klot. 
bronsålder (noun)	Redan på bilder från bronsåldern ser vi figurer som liknar vikingarnas gudar. 
klotter (noun)	Här börjar ett stort klotter med blått och rött. 
brottas (verb)	I stället skulle Tor brottas med jättens gamla farmor, Elle. 
klunk (noun)	Lotta tar en klunk te. 
klyscha (noun)	Undvik klyschor i brevet, även om platsannonsen är full av dem. 
klä om (vbm)	För att kunna gå iväg och klä om brukar man säga att man ska gå ut och köpa tidningen. 
brud (noun)	Trym vände sig då mot Freja och böjde sig in under brudslöjan för att kyssa bruden. 
klä ut (vbm)	På skärtorsdagen klär många barn ut sig till påskkärringar. 
brudslöja (noun)	Trym vände sig då mot Freja och böjde sig in under brudslöjan för att kyssa bruden. 
brudtärna (noun)	Loke erbjöd sig sedan att följa med Tor som brudtärna. 
slänt (noun)	Några småungar åker pulka på frosten i en slänt. 
bruk (noun)	Bruket av svordomar är mycket gammalt, kanske lika gammalt som språket självt. 
brukspatron (noun)	Här visar brukspatron sin hytta för besökande damer och herrar. 
klädkod (noun)	Försök att ta reda på vilken klädkod som gäller inom den aktuella branschen. 
brunn (noun)	Det andra hade han offrat i vishetens brunn. 
brutal (adjective)	Jag kände att jag hade fått nog av den omänskliga och brutala mansroll jag hade växt upp med. 
släta (verb)	Svenskläraren slätar ut den vida kjolen över låren. 
bry (verb)	A: (Som om du bryr dig om det!) 
klänningstyg (noun)	Det är inte vackra klänningstyger eller spetsar eller broscher eller skridskor eller konfektpåsar, det är något helt annat. 
slätt (noun)	I de södra delarna av Sverige breder stora slätter ut sig. 
slå ihjäl (vbm)	Sedan slog han ihjäl de övriga jättarna innan han och Loke nöjda kunde återvända hem igen. 
slå in (vbm)	Vi fick de nya skorna inslagna i ett tidningspapper. 
knalla (verb)	Lasse: Jotack, det knallar och går. 
bryta upp (vbm)	För ungefär 4 000 år sedan bröt de upp från sina hemtrakter och spred sig över stora områden. 
slå ned (vbm)	1 hela mitt liv har jag avskytt att frysa, erkände han och slog ned med ögonen. 
bräcka (verb)	Jag trivs bäst när Magen bräcker 
bräcklig (adjective)	Så bräckligt är det! 
slå opp (vbm)	Då slår jag opp titelbladet och blir sittande och stirrar. 
knappnål (noun)	Emma ger mig en liten igelkott av rött ylle, som är fullsatt med knappnålar i stället för piggar. 
brännvinskrog (noun)	Kaffehus växte fram i städerna som en motvikt till de stökiga brännvinskrogarna. 
bränsle (noun)	För närvarande använder vi 96 procent fossila bränslen (bensin och diesel). 
bränsleförbrukning (noun)	Med lägre hastighet uppe i luften kan bränsleförbrukningen minskas med 20 procent. 
bränsleledning (noun)	Det blev stopp i bränsleledningen men Bertha rensade den med sin hårnål. 
bränslesnål (adjective)	När det blir dags att köpa en ny bil bör man välja en bränslesnål bil. 
knota (noun)	Här uppå berget ligga gummans svarta knotor, 
bråd (adjective)	Ett tydligt och nutida exempel på hur en myt uppstår ur ond, bråd död är historien om prinsessan Diana. 
slå vad (vbm)	För 15 år sedan slog Johan Ernst Nilson vad med sina kompisar. 
brådska (noun)	Jag har ingen brådska för jag trivs jättebra med mitt liv. 
knottrig (adjective)	Slasket från i går har frusit till knottrig is. 
bråk (noun)	Efteråt pratade vi i klassen om hur man ska göra när man bråkar för att få slut på bråket. 
slö (adjective)	Ibland används svärord som förstärkning till ett adjektiv, t ex Britta är jävligt duktig, Ulla är jävligt slö. 
slöja (noun)	De började klä ut Tor till brud i vit klänning och med en slöja för ansiktet. 
brödburk (noun)	Karin greppar efter cigarettpaketet vid brödburken. 
knytkalas (noun)	När vi är färdiga brukar vi ha ett knytkalas för att fira. 
slöseri (noun)	Jordens tillgångar, inte minst oljan, börjar ju att ta slut och allt onödigt slöseri är av ondo. 
brödrost (noun)	Pappa: Nyss lagade jag till exempel sladden till brödrosten. 
knäa (verb)	Han stannade, knäade försiktigt på ett ben i taget, och han höjde blicken mot glasmålningarna i butikens tak. 
knäcka (verb)	För mycket lärdom kan knäcka den friskaste. 
bröllopsfest (noun)	Gör klart för bröllopsfest! 
bröstficka (noun)	Men han tog solpapperet, kysste det och lade det i sin bröstficka. 
knäpp (adjective)	Knäpp, knäpp, knäpp, det kommer att ta dig tre år att komma ikapp. 
bröstimplantat (noun)	Hon har gjort flera ansiktslyftningar, näsoperation, bröstimplantat, fettsugning, förstorade läppar m.m. 
knölig (adjective)	Hans platta och knöliga fot i den grå ullstrumpanbröt starkt av mot de smala fötterna omkring. 
smart (adjective)	Dessutom påstår forskarna att tuppluren gör att man blir smartare och piggare på eftermiddagen. 
budskap (noun)	Är texten entydig m.a.o. lätt att ta till sig eller måste man tolka textens budskap? 
smaskig (adjective)	Samtidigt som man i samma tidning får recept på den smaskigaste chokladtårtan. 
buga sig (vbm)	Ju längre frampå dagen, dess vackrare folk, sa gubben och bugade sig. 
smed (noun)	Kedjan krånglade men hon fick en smed att fixa den. 
smeka (verb)	Han smekte hennes kind. 
buljong (noun)	Detta dopp går till så att man doppar skivor av ett sött bröd i grytan med buljongen från skinkan. 
buljongtärning (noun)	6 stora potatisar 1 purjolök en buljongtärning salt och peppar 
smida (verb)	Bäst att smida medan järnet är varmt, sa gubben. 
buller (noun)	Det ser inte ut som * andra fotoalbum, utan alla foton är huller om buller. 
bullra (verb)	Tomma tunnor bullrar mest, sa gubben. 
smidig (adjective)	Han har ett rytmiskt och smidigt språk och därför har många av hans dikter tonsatts. 
bullrig (adjective)	Det största problemet är att det är rätt så bullrigt i lokalen så jag måste ha hörselskydd hela dagarna. 
smita (verb)	Under långloppen hinner Jan också smita ut i köket och laga till lite snabbmat. 
smitta (noun)	När han upptäckte olika smittosamma sjukdomar, som t.ex. tuberkulos, kunde han också beskriva hur smittan sprids. 
burmansk (adjective)	Sino-tibetanska: kinesiska, tibetanska, burmanska 
smittosam (adjective)	När han upptäckte olika smittosamma sjukdomar, som t.ex. tuberkulos, kunde han också beskriva hur smittan sprids. 
koldioxid (noun)	Tyvärr finns det ingen teknik som kan hindra att koldioxiden kommer ut från motorerna. 
koldioxidutsläpp (noun)	Sektorn bilism och transporter står f n för över 30 % av Sveriges koldioxidutsläpp. 
busschaufför (noun)	Det i kombination med det omättliga begäret att hjälpa människor fick honom att bli busschaufför här i Sverige. 
busstid (noun)	Per åker bil till arbetet, eftersom busstiderna inte passar hans arbetstider. 
kolhydrat (noun)	c En banan jag får kolhydrater som gör att jag orkar mer. 
butelj (noun)	och ratar icke buteljen, 
butiksägare (noun)	Man kan påpeka saker i affärerna och få butiksägare att ändra sortimentet. 
smusslande (noun)	Kärleken växte, men Farman kände allt starkare att smusslandet var ovärdigt och absurt. 
bygd (noun)	Caféet lär ha potential att bli mer än ett fik för bygdens människor. 
kollektiv (noun)	Den stora gruppen, kollektivet, missunnade en enskild person att lyckas bättre än de andra. 
smutsa ned (vbm)	Slutligen drabbas Östersjön relativt ofta av större eller mindre oljeutsläpp, vilket bl.a. medför sjöfågeldöd och nedsmutsade stränder. 
kollektiv (adjective)	Han har aldrig känt sig hemma i någon kollektiv enhetlighet. 
bygga om (vbm)	Beslutades att lagerlokalen på Tallvägen 4 ska byggas om till motionsrum och bastu. 
bygga ut (vbm)	Om resenärer tänkte om och järnvägsspåren byggdes ut skulle vi ha ett mycket klimatsmartare samhälle. 
smäll (noun)	En del tror att det då kommer en ny stor smäll. 
kolon (noun)	För att markera direkt anföring och före uppräkningar använder vi kolon: 
byggvara (noun)	Istället för Jonas artikel blir det tre sidor med annonser om byggvaror och trädgårdsväxter. 
smärt (adjective)	Glad rökfri tjej 62 år 173 lång smärt, söker kille ca 58 år och uppåt. 
smärtfrihet (noun)	Smärtfrihetens värld han någon minut levt i hade rämnat för honom. 
byte (noun)	Där byte » Au till b uSS 8H (o Som går 10.58. 
komma bort (vbm)	undkomma komma bort från 
bytesrätt (noun)	En del affärer som inte erbjuder öppet köp kan i stället ge dig bytesrätt. 
bäck (noun)	Nu kom vi till bron över bäcken. 
småbonde (noun)	De första som utvandrade var småbönder med sina familjer. 
komma ifrån (vbm)	Här verkar man ge kritik i omvänd ordning jämfört med där jag kommer ifrån. 
småbutik (noun)	Han tog exempelvis aldrig från småbutiker eftersom det kändes oschyst. 
bädda in (vbm)	Till sist kommer den att ligga som en osynlig ton, inbäddad i den evigt susande vinden från havet. 
bägare (noun)	Men detta blev droppen som fick bägaren att rinna över. 
bägge (prounoun)	Har då bägge längtat efter barn så chansar man. 
småflicka (noun)	Vid påsk brukar många småflickor i vårt land klä ut sig till påskkäringar. 
komma på tal (vbm)	Vid jul kom frågan om min fars resårkängor på tal. 
bära sig åt (vbm)	Inte vet jag hur man bär sig åt här? 
komma undan (vbm)	Alla i gänget hade tjugo ögon och tjugo öron ; ingens syster kunde komma undan. 
bästis (noun)	Malin Min bästis Frida var den som först fattade hur dålig jag var, till och med före mig själv. 
komma upp (vbm)	Man måste kunna se sig själv på toppen, annars kommer man aldrig upp. 
bättra (verb)	Under den perioden bättrade jag också på min skolfranska. 
småord (noun)	Det är ofta yngre personer som använder de här småorden. 
bättre stämma i bäcken än i ån (inm)	Bättre stämma i bäcken än i ån, sa gubben. 
bättring (noun)	Hon fick då göra något hemlighetsfullt läkemedel som kunde ge bättring. 
bål (noun)	höra huru gumman i bålet satts, att brinna. 
båtbiljett (noun)	Agentkontoren ordnade hela resan: båtbiljett över Atlanten och tågbiljett fram till den plats i USA dit man ville komma. 
båtklubb (noun)	Var båtklubb hyr en lyftkran, för då går det mycket lättare. 
kommissionskontor (noun)	Kommissionskontoret: jungfrun har flyttat, eller skall en ny anställas. 
småsten (noun)	Med ett klingande skratt red Pippi ut genom porten, så att småstenen yrde om hästhovarna och skolans fönsterrutor skallrade. 
böjning (noun)	SAOL anger stavning, uttal och böjning av ord och fungerar som språklig lagbok. 
småsyskon (noun)	f _ Småsyskon har ofta mindre förväntningar på sig än storasyskon. 
smått (adjective)	Birgitta: I tonåren, fast då var det mest smink, godis och annat smått. 
kommunalråd (noun)	Kommunalrådet lovar att inte glömma vad han har sagt. 
småungar (noun)	Några småungar åker pulka på frosten i en slänt. 
börda (noun)	Från denna tid måste Alfred ta på sig hela bördan av familjens försörjning. 
kommundel (noun)	En kommundel styrs av en kommundelsnämnd som är tillsatt av kommunfullmäktige. 
bördig (adjective)	Kustlandet i övre Norrland var bördigt, och där bodde svenskar som flyttat dit söderifrån. 
smörbakelse (noun)	Vi har redan ätit både lutfisk, risgrynsgröt och smörbakelser. 
börja om (vbm)	Min historia är slut och den börjar ständigt om igen. 
kommunfullmäktig (noun)	Kommunens beslutande organ är kommunfullmäktige, som väljs av kommunens medlemmar i politiska val, alltså en motsvarighet till riksdagen. 
böta (verb)	Han var tvungen att böta. 
kommunikationsspråk (noun)	Bantuspråk: swahili, ett viktigt övernationellt kommunikationsspråk i Östafrika 
smörsida (noun)	En smörgås faller alltid med smörsidan neråt. 
kommunstyrelse (noun)	Kommunens regering kallas kommunstyrelsen. 
campus (noun)	Som ungdomsledare ska du ta hand om ungdomarna och bo tillsammans med dem på vårt campus. 
snabbhet (noun)	Han har en ovanlig snabbhet på plan, han är 1,92 m lång och han är en synnerligen duktig tekniker. 
kompakt (adjective)	Försäljaren: Ja, men AEG-maskinen centrifugerar bättre, och så är den mer kompakt. 
kompanjon (noun)	Hans försök att skapa en internationell trust motarbetades av hans kompanjoner, av vilka flera var mindre hederliga. 
snabbrunda (noun)	När det är hans vecka att ansvara för vardagsmaten köper han den på några snabbrundor i närbutikerna. 
kompensera (verb)	Jo, att en tupplur på trettio minuter kan kompensera tre timmars nattsömn. 
cell (noun)	Kanske hade lektor Hedman suttit i sin cell på Långholmen och läst i just den här boken? 
