betydelse (noun)	Jag tänkte mycket på språkets betydelse när jag var liten. 
kamma (verb)	Han kommer att stå och kamma sig och spegla sig. 
skolka (verb)	Knut: Så du skolkade inte ...? 
kammare (noun)	Riksdagen har en kammare med 349 platser. 
betyg (noun)	För några utbildningar måste man ha mycket höga betyg från gymnasiet. 
skolklass (noun)	Tidningen Aftonposten frågade barnen i en skolklass i Göteborg: Vad vill du bli när du blir stor? 
beundra (verb)	Fråga: Vilken nu levande person beundrar du? 
kamrat (noun)	Han parkerar bilen utanför porten och bär tillsammans med en kamrat upp allting och ställer det i korridoren. 
bibliotekarie (noun)	Han lämnade fram travar med böcker men bibliotekarien förklarade att man högst fick låna tre åt gången. 
skoltid (noun)	Skoltiden var svår för han var dyslektiker. 
kanin (noun)	Hur mår din lilla kanin? 
kanna (noun)	Sedan tar du 12 skopor per kanna. 
skomakare (noun)	Gå till skomakaren och hämta mina svarta stövlar. 
bilda (verb)	På vintern är solens strålar för svaga för att kunna bilda något vitamin i huden. 
skopa (noun)	Sedan tar du 12 skopor per kanna. 
bilfärja (noun)	De ska ta en bilfärja till ön. 
kantarell (noun)	När de har fikat, går de ut i skogen och plockar blåbär och kantareller. 
kantarellsmörgås (noun)	Berit: Om vi hittar kantareller, ska vi göra kantarellsmörgåsar. 
skoskydd (noun)	När Rolf och Annika kommer in i lägenheten måste de sätta på sig blåa skoskydd av plast över skorna. 
bilist (noun)	Den ställer de flesta bilister upp på både i teorin och praktiken. 
kapitalism (noun)	Vänsterpartiet (v) är ett socialistiskt parti, som vill avskaffa vänster kapitalismen och klassamhället. 
skrapa (verb)	EMIL: Ja, jag tvättade, skrapade, spacklade, slipade och målade. 
bilolycka (noun)	Det var en bilolycka. 
skraplott (noun)	Ett paket cigaretter, en skraplott och ett paket saffran också, tack. 
bilskola (noun)	Det är dyrt att ta lektioner på en bilskola. 
bilverkstad (noun)	Det trodde aldrig min mamma för 15 år sedan när jag jobbade på en bilverkstad. 
binda (verb)	Kanske binder jag mig när jag blir äldre, typ 32. 
binda ihop (vbm)	Den 1 juli 2000 öppnade man Oresundsbron som binder ihop Sverige och Danmark. 
skrika (verb)	Då skriker hon: Tjata inte! 
skriva ner (vbm)	Har du skrivit ner din adress? 
skriva ut (vbm)	Jag skriver ut ett recept på lite medicin. 
karaoke (noun)	Har du sjungit karaoke någon gång? 
karat (noun)	Här har vi ett par äkta guld och diamanter i 18 karat! 
bit (noun)	Kunden: Kan jag få ... halva den där biten? 
bita (verb)	Huggormar biter sällan människor. 
skrivning (noun)	Han åt en smörgås till mellanmål, och sedan gjorde han läxorna läsning, skrivning eller en psalmvers. 
karl (noun)	GUNILLA: Jag tycker om en annan karl! 
björn (noun)	Björnen sover, björnen sover 
skrot och korn (nnm)	Anders: Anders Mattson på Skrot och Korn. 
björnspår (noun)	Vi tror att det var björnspår. 
skruva (verb)	Det tar nog hela kvällen att skruva ihop den, tror Daniel. 
bland (preposition)	Vid bordet rådde dödstystnad bland barnen och fadern talade mycket lite. 
skryta (verb)	Utan att skryta måste jag säga att jag köper i stort sett allt jag vill. 
blanda (verb)	Det gröna gräset ser jag också, konstigt nog, eftersom jag brukar blanda ihop grönt, rött och brunt. 
kartong (noun)	HASSAN: Nej, det har jag inte gjort, men jag har packat upp den och kastat kartongen. 
karusell (noun)	Bland karuseller, berg- och-dalbanor, stånd med pilkastning, lotterier och varmkorv sitter en spågumma i ett tält. 
blank (adjective)	Den var i perfekt skick och alldeles skinande blank. 
blankett (noun)	Du kanske kan hjälpa mig att fylla i blanketten. 
kasino (noun)	Jag är croupier på ett kasino. 
skräckhistoria (noun)	Det cirkulerar många skryt- och skräckhistorier om hur det är och var att göra lumpen. 
blek (adjective)	Hon ser lite blek ut. 
skrämma (verb)	Men det skrämde henne, så hon skrev ingenting förrän hon hade hunnit bli 37 år. 
kassettbok (noun)	Så här stod det i en annons för kassettböcker, som vi såg i en tidning häromveckan: 
kasta (verb)	klumpigt åt, men genomskådades och kastades tillbaka. 
bli över (vbm)	Ingen tid blir det över till familjesammankomster heller. 
skuld (noun)	Hon försökte förklara att hon inte vill ha mer skulder just nu. 
kasta ut (vbm)	Kastar ut granen på tjugondag Knut. 
kastrull (noun)	Han har inte diskat kastrullerna och han har glömt att lämna in tipset. 
kastspö (noun)	Gunnar: Vad tyckte du om kastspöet som Magnus fick av oss grabbar? 
katalog (noun)	Katalogerna visade möblerna i ett riktigt hem. 
blodpudding (noun)	Till vänster om blodpuddingen. 
sky (noun)	jag sett vildgässens sträck under kvällande sky. 
blommig (adjective)	Hon har en vit blus och över den en blommig väst, som är gul och röd. 
skyldig (adjective)	Kommunerna är också skyldiga att erbjuda alla sexåringar plats i en förskoleklass. 
skylt (noun)	står det på en skylt ovanför tältöppningen. 
kebabkiosk (noun)	I varje svensk liten stad finns tre restauranger: en pizzeria, en kebabkiosk och en kinesisk restaurang. 
blus (noun)	Hennes blus är också vit, men västen är blå med ljusblåa blommor. 
blyg (adjective)	Många av lärarna tyckte inte om arbetarbarn, och jag var blyg och rädd och slutade efter tre år. 
bläddra (verb)	Ann sitter i flygplanet och bläddrar i några vackra broschyrer om Sverige, svensk kultur 
skynda sig (vbm)	Klockan var redan halv sju och han måste skynda sig. 
skägg (noun)	Jag ska raka av mig skägget! 
blåbär (noun)	Helena: Där borta växer det blåbär, ser jag! 
blåbärspaj (noun)	Kurt-Allan bakar en blåbärspaj när de kommer hem. 
blåbärssoppa (noun)	Det går åt mängder av blåbärssoppa, 5 500 liter ungefär. 
kemist (noun)	Den 10 december 1896 dog kemisten och uppfinnaren Alfred Nobel. 
blåsa (verb)	Fjädrarna bevarar kroppsvärmen, men om det blåser, eller om de blir våta, kan de börja frysa. 
ketchup (noun)	Och jag har sett att en del äter ketchup till pasta. 
blöda (verb)	Det blöder från höger ögonbryn men Klara gråter inte, fastän det gör mycket ont. 
kg (noun)	Älgkalven väger cirka 10 kg när den föds och efter en vecka orkar den springa ifrån en människa. 
blöt (adjective)	Maja Alla sommarkläderna och lådorna med minnen från när barnen var små har blivit blöta och antagligen helt förstörda. 
bo (noun)	medan storkarna redde sitt bo. 
skär (adjective)	Hon har en mörkgrön kjol och över den ett skärt förkläde. 
boende (noun)	Det finns även s.k. folkhögskolor, som erbjuder både studieplats och boende. 
kilo (noun)	Då vägde hon bara 3,2 kilo och var liten som en docka. 
skärgårdsbåt (noun)	Många tar också en tur med de vita skärgårdsbåtarna. 
kilometer (noun)	Han hade fem kilometer till sågverket och måste gå hela vägen. 
boka (verb)	John har bokat ett billigt rum på ett enkelt hotell. 
skärp (noun)	Lina: Det där är mitt skärp! 
kines (noun)	Fatoush presenterade nya, intressanta idéer för kineserna. 
boklån (noun)	Ca 66 miljoner boklån/år. 
skådespelare (noun)	Jag ska bli kändis, popsångare eller skådespelare, som Brad Pitt. 
skål (noun)	Så tänder man en cigarr, häller upp ett glas champagne och skålar. 
skånsk (adjective)	Jag älskar typisk skånsk mat som sill, ål och spettekaka. 
bolag (noun)	Nästan alla arbetar på LKAB, ett gruv- bolag. 
bonde (noun)	Det finns inte så många bönder i Sverige. 
skörd (noun)	jag sett skördarna gro på min torva i ro, 
sköta (verb)	Under civilplikten får man lära sig hur viktiga uppgifter i samhället sköts i en krigssituation. 
klara sig (vbm)	Därför måste fåglarna klara sig utan vatten. 
sköterska (noun)	En sköterska svarar, och Daniel säger att han inte mår bra. 
slag (noun)	I det här ögonblicket vilar ett slags nyväckt samförstånd mellan oss. 
klassamhälle (noun)	Vänsterpartiet (v) är ett socialistiskt parti, som vill avskaffa vänster kapitalismen och klassamhället. 
borta (pl)	Ägaren tänker vara borta i två år. 
klasskamrat (noun)	Du sitter kanske hemma i din fåtölj eller så är du i ditt klassrum tillsammans med dina klasskamrater. 
bostad (noun)	Men samtidigt hade han en egen firma hemma i bostaden. 
slang (noun)	Ingen vet riktigt hur detta kunde hända, men kanske hade någon kopplat slangarna fel. 
bostadsannons (noun)	Thomas hämtar dagens tidning med bostadsannonser. 
klicka (verb)	Anders: Du klickar bara på den här knappen skicka. 
klimat (noun)	Båda älskar Italien ; klimatet, musiken och konsten men också maten och vinet. 
bostadsrätt (noun)	Jag kan inte köpa någon bostadsrätt. 
slarva (verb)	Många personer slarvar med maten. 
slarvig (adjective)	Han var jättetrevlig, men slarvig. 
brand (noun)	Man får göra upp eld (om det inte finns risk för brand). 
slipa (verb)	EMIL: Ja, jag tvättade, skrapade, spacklade, slipade och målade. 
brandsläckare (noun)	En brandsläckare har de också, förstås! 
slippa (verb)	Han är ganska uppåt för han tycker det är skönt att slippa köra på natten. 
slips (noun)	Nu står han framför spegeln och knyter slipsen. 
brasa (noun)	C: Vi går väl till brasan som vanligt. 
bre (verb)	Ishotellet kan ta emot 130 nattgäster, som sover i sovsäckar på djurhudar som breds ut över issängar. 
klippa sig (vbm)	Jag ska klippa mig! 
bred (adjective)	De ger en bred basutbildning och behörighet att studera på universitet eller högskola. 
breddgrad (noun)	Stockholm ligger på samma breddgrad som Grönlands sydspets och Alaska och Sibirien. 
slottsstek (noun)	Sedan äter de mamma Brittas goda slottsstek med kokt potatis, lingon, gurka och brun sås. 
brevvän (noun)	Anna: Jag har en svensk brevvän. 
brinna (verb)	Om det blir brand kan ju allt brinna upp. 
slut (noun)	Någon gång i slutet av 60-talet och början av 70-talet föddes den nya samlevnadsformen: samboförhållandet. 
slutligen (adverb)	Till middag, slutligen, äter du däremot en lätt måltid med mycket grönsaker. 
broms (noun)	Det var något fel på bromsarna på bilen. 
bromsa (verb)	Medan testgruppen gjorde dessa saker mättes deras reaktionstider när de bromsade in eller måste stanna för rött ljus. 
släcka (verb)	Jag sparar energi genom att alltid släcka lamporna i rum som jag inte är i. 
brorsa (noun)	Fredrik:Ja, jag väntar på min brorsa. 
brosch (noun)	G: Nej, jag behöver en brosch också. 
släkting (noun)	Då åker de till Spanien eller till släktingar på landet. 
klä (verb)	Sedan tog han fram rena underkläder och strumpor och en ny, vit skjorta och klädde på sig. 
slänga (verb)	Jag har inte slängt instruktionen. 
brun (adjective)	Plötsligt står en ung man där, långhårig, orakad, klädd i en smutsig, brun kostym. 
klämma (verb)	Han masserade en fot i taget och klämde och tryckte. 
klättra (verb)	Klara klättrar på en stor sten, och hon skrattar och är lycklig. 
brygga (verb)	I köket står några trötta ungdomar och brygger kaffe och värmer upp lussekatter i ugnen. 
knapp (noun)	Tryck in koden här och tryck sedan på den gröna knappen. 
brännvin (noun)	Alla skålar med varandra, och de som inte dricker brännvin skålar i lättöl eller juice. 
slå upp (vbm)	Han slår upp de blåa sidorna 
slå ut (vbm)	Rosor slår ut i den hårdaste mark 
bråka (verb)	Efteråt pratade vi i klassen om hur man ska göra när man bråkar för att få slut på bråket. 
bråkig (adjective)	Jag vill inte ha några bråkiga grannar. 
knyta (verb)	Nu står han framför spegeln och knyter slipsen. 
smak (noun)	Agneta Vi har olika aktiviteter för alla smaker. 
knä (noun)	Jag satt i en soffa och lade upp fötterna i knät på honom. 
smaka (verb)	Helena: Har du smakat på bären? 
bröllopsdag (noun)	Firar bröllopsdagen på pingstafton. 
bröllopsresa (noun)	De åkte på bröllopsresa i Sofias gamla Volvo till Tobias mormor i Gränna. 
smaklök (noun)	Vill du testa dina smaklökar? 
knäckebröd (noun)	Knäckebröd, sill, lax, räkor, köttbullar ... 
bud (noun)	Man kunde också skicka bud. 
ko (noun)	Varje ko ger i genomsnitt cirka 8 400 liter mjölk per år. 
buffé (noun)	Kom till Chiliparadiset och ät av vår stora buffé. 
buga (verb)	Han bugar för dem och säger: 
kod (noun)	Tryck in koden här och tryck sedan på den gröna knappen. 
kokbok (noun)	Vill du också ha en kokbok? 
bussresa (noun)	Det var en bussresa till Italien. 
butik (noun)	Man räknar med att öppna tio nya butiker om året. 
kolla upp (vbm)	Det måste han kolla upp. 
by (noun)	Han berättade att han kom från en by trettiofem mil norr om Överkalix. 
bygga (verb)	Om resenärer tänkte om och järnvägsspåren byggdes ut skulle vi ha ett mycket klimatsmartare samhälle. 
smutsig (adjective)	Min hund blir så smutsig om tassarna när det regnar och vi tar vår dagliga promenad. 
byggföretag (noun)	Jag ska arbeta på ett svenskt byggföretag. 
byggnadsingenjör (noun)	Hans från Nederländerna studerar till byggnadsingenjör i Amsterdam. 
koloni (noun)	Samtidigt sitter Oscar och Margrete Sandström och dricker kaffe i solen i sin koloni i Lund. 
smällare (noun)	Unga och gamla studenter sätter på sig vita studentmössor, barn kastar smällare och ibland har man fyrverkeri. 
kolonilott (noun)	Och många har kvar sina kolonilotter. 
smälta (verb)	Varje vår smälter Ishotellet sakta men säkert ner i Torne älv. 
bykort (noun)	Här kommer ett bykort från 
komma igen (vbm)	Men han kommer igen. 
bänk (noun)	Daniel och Jonas sitter på en bänk i Kungsträdgården och pratar med Aldis och Juris från Lettland. 
bär (noun)	De tänker plocka bär. 
bära sig (vbm)	Bär ner mig till sjön! 
bäst som (abm)	Skrattar bäst som skrattar sist! 
komma ut (vbm)	Om man bryter av någon av de många taggarna på kroppen, kommer giftet ut. 
komma överens (vbm)	1991 kom de svenska och danska regeringarna till slut överens om en bro- och tunnelförbindelse. 
både och (knm)	Den ställer de flesta bilister upp på både i teorin och praktiken. 
båttur (noun)	3 ta en båttur ut i skärgården 
böckling (noun)	Rökt strömming heter böckling. 
småstad (noun)	Ska man bo i lägenhet eller i villa, på landet, i småstad, i storstad eller i förort? 
kommun (noun)	Det är en stor kommun till ytan, men bara cirka 25 000 bor där. 
kommunal (adjective)	Det blir vanligare och vanligare med fristående skolor, som liksom de kommunala skolorna är avgiftsfria. 
bölja (verb)	Inne i lägenheten böljar de sjunga, först lite falskt men sedan låter det riktigt vackert: 
böna (noun)	Ali tänker servera typisk tunisisk mat: mycket fårkött, ris, bönor och grönsaker. 
kommunalval (noun)	I valet till riksdagen får bara svenska medborgare rösta, men i kommunalvalen kan utlänningar också vara med. 
böra (verb)	Andra tycker att vi bör behålla det demokratiska och väl förankrade du. 
smör (noun)	Hon köper också ett halvt kilo smör, ägg, en bit ost och två liter mjölk. 
börsmäklare (noun)	Då ska jag söka jobb som börsmäklare i London. 
snabb (adjective)	Många gånger har Anna tänkt på den lilla papperslappen hon gav Gary vid deras första snabba möte i England. 
cafeteria (noun)	Och så har jag träffat en jättegullig kille i cafeterian. 
campa (verb)	Många campar i tält eller husvagn, har båtar, fritidshus eller kolonilotter. 
campingkök (noun)	Tält, sovsäckar, campingkök och vara flöjter hade vi med oss. 
cappuccino (noun)	En dag i januari sitter Hanna och Emil och dricker cappuccino på nya kafé Stella. 
snabbmat (noun)	Stress och snabbmat är inget som vi mår bra av. 
cd (noun)	Lyssna mycket på textbokens cd. 
cd-spelare (noun)	Trots att de inte hade mycket pengar köpte de en CD-spelare och en dator. 
snabel-a (noun)	Brian: Vad är snabel-a för något? 
snacka (verb)	Sedan går vi och tar en öl och snackar lite grand, va? 
centerparti (noun)	Centerpartiet (c) är ett mittenparti. 
centimeter (noun)	Han är 179 cm (centimeter) lång, mellanblond och ganska tystlåten. 
central (adjective)	Han har precis kommit till Stockholms central. 
centralvärme (noun)	Mäklaren: Men det finns ingen centralvärme och inget varmvatten och inget bad heller förstås. 
centrum (noun)	Här har vi ju en stor etta i ett gammalt hus nära centrum. 
champagne (noun)	Så tänder man en cigarr, häller upp ett glas champagne och skålar. 
chans (noun)	Det här är din chans. 
charmig (adjective)	Charmig br, (b.1922), 98 kvm, 4 r o k mitt i stan. 
charterresa (noun)	Cirka 1 miljon svenskar åker utomlands på charterresor per år. 
chefsekonom (noun)	Olof Svensson, chefsekonom, på Odenbanken säger att han inte är förvånad. 
koncentrera sig (vbm)	Jag gick på kurs, men jag kunde inte koncentrera mig. 
chilensk (adjective)	Servitören: Ja, vi har ett chilenskt rödvin som är mycket bra. 
konditori (noun)	Han äter alltid temlor (semlor på Ture Sventon-språk) från Rosas konditori där de bakar semlor året runt. 
chilitequila (noun)	Specialitet: chiliöl och chilitequila Vår mexikanska rockgrupp spelarl 
chiliöl (noun)	Specialitet: chiliöl och chilitequila Vår mexikanska rockgrupp spelarl 
konduktör (noun)	Jag frågar konduktören på tåget. 
choklad (noun)	Familjen tar en paus, dricker varm choklad och äter smörgåsar. 
snus (noun)	Snus är tobak som man har malt. 
snusa (verb)	Men jag snusar en hel del. 
chokladlotteri (noun)	Hon tänker pröva lyckan och köpa en lott i Chokladlotteriet. 
chokladsås (noun)	Till efterrätt blir det glass med chokladsås. 
chokladtårta (noun)	Sven: Chokladtårta för mig, tack. 
cigarr (noun)	Så tänder man en cigarr, häller upp ett glas champagne och skålar. 
kongress (noun)	Idag börjar en stor, internationell kongress i staden. 
cirkulera (verb)	Det cirkulerar många skryt- och skräckhistorier om hur det är och var att göra lumpen. 
snäll (adjective)	Du är för snäll. 
citat (noun)	Kontrollera stavning, avstavning, citat, rubrik, styckemarkering, förkortningar, kommatering m.m. Använd Svenska skrivregler utgivna av Svenska språknämnden. 
civil (adjective)	Kvinnor får också ansöka om militär eller civil utbildning. 
civilekonom (noun)	Ibland tänker jag att jag borde studera till civilekonom. 
civilplikt (noun)	Under civilplikten får man lära sig hur viktiga uppgifter i samhället sköts i en krigssituation. 
cm (noun)	Han är 179 cm (centimeter) lång, mellanblond och ganska tystlåten. 
konserv (noun)	Där finns det frukt, grönsaker, drycker, kött, konserver, bröd, mejerivaror etc. 
konservativ (adjective)	Det är ett konservativt parti. 
croupier (noun)	Jag är croupier på ett kasino. 
snöskoter (noun)	Många är ute med sin snöskoter. 
cykelförråd (noun)	I fastigheten finns Tvättstuga, Torkrum, Cykelförråd och Förråd. 
konsonant (noun)	Lyssna efter långa vokaler och konsonanter. 
konst (noun)	Båda älskar Italien ; klimatet, musiken och konsten men också maten och vinet. 
social (adjective)	Flickor umgås helst med sina vänner på sociala sajter, t.ex. Facebook. 
konstatera (verb)	Utan dem hade det inte varit roligt, konstaterar han. 
cykla (verb)	Åka kollektivt och cykla. 
socialdemokrat (noun)	Socialdemokraterna (Sveriges socialdemokratiska arbetareparti) (s) vill verka för social och ekonomisk jämlikhet. 
socialdemokratisk (adjective)	Socialdemokraterna (Sveriges socialdemokratiska arbetareparti) (s) vill verka för social och ekonomisk jämlikhet. 
socialistisk (adjective)	Vänsterpartiet (v) är ett socialistiskt parti, som vill avskaffa vänster kapitalismen och klassamhället. 
konstig (adjective)	Dina ögon ser texten och din hjärna tolkar innehållet och du tänker: Vilken konstig text! 
dag ut och dag in (abm)	Här kommer vi in, jag och andra lärare och undervisar er varje vecka, dag ut och dag in. 
dagisbarn (noun)	när alla dagisbarn sover 
daglig (adjective)	Min hund blir så smutsig om tassarna när det regnar och vi tar vår dagliga promenad. 
dagstidning (noun)	Där finns också dagstidningar från 
socka (noun)	När Klara kommer till dagis, måste hon ta av stövlar, sockor, vantar, jacka, byxor, halsduk och mössa. 
socker (noun)	EMIL: Utan mjölk men med socker. 
konsultfirma (noun)	Kristoffer är framtidsanalytiker på en konsultfirma. 
dam (noun)	säger han till alla unga damer. 
sockerbit (noun)	På morgonen äter familjen fil och flingor och Erik dricker en och en halv kopp kaffe med en sockerbit. 
damma (verb)	Så nu har Bodil en sak till att damma. 
kontakt (noun)	Visste de, mamma och min plastpappa, att jag och brorsorna har kontakt fortfarande då skulle de dö. 
kontakta (verb)	Lämna ditt namn och telefonnummer efter pipet så kontaktar jag dig sedan. 
dansbana (noun)	På dansbanan spelar orkestern vals: Que será, será. 
dansbandsmusik (noun)	Massor av människor går på bio, teater, diskotek, dansrestauranger (dansbandsmusik är mycket populär) eller är med i intresseföreningar. 
dansrestaurang (noun)	Massor av människor går på bio, teater, diskotek, dansrestauranger (dansbandsmusik är mycket populär) eller är med i intresseföreningar. 
kontinent (noun)	Sammanlagt emigrerade cirka en miljon svenskar till den amerikanska kontinenten. 
dass (noun)	Och ingen toalett, bara dass på gården. 
konto (noun)	Kontot är nästan tomt och fonderna som han sparar i har bara sjunkit på sistone. 
soldat (noun)	Men att försvara Sverige innebär mer än soldater och stridsvagnar. 
kontra (verb)	AIK kontrade 19 minuter in i matchen. 
kontrakt (noun)	Jag vill ha ett eget kontrakt! 
kontrollera (verb)	Har du kontrollerat alla tider? 
solidaritet (noun)	Det handlar också om mänskliga rättigheter, solidaritet mellan kvinnor och män och mellan olika folkgrupper och länder. 
solig (adjective)	Vädret är soligt med svag vind, cirka 10 minusgrader och en meter snö. 
datum (noun)	Vad är det för datum i dag? 
konvolut (noun)	så skrev de på ett konvolut och reste sig och sa: 
deciliter (noun)	1 1/2 deciliter mjölk eller vatten 
koppla (verb)	Jag har kopplat av. 
koppla av (vbm)	Jag har kopplat av. 
del (noun)	Barn tillbringar en stor del av sin dag i skolan eller förskolan där allt sker på landets språk. 
som bäst (abm)	Svensk modern mat när den är som bäst! 
dela sig (vbm)	Far: Vi delar på oss och letar! 
korg (noun)	Vi går in, tar en korg och går runt och tittar på alla varor och priser. 
delikatess (noun)	9 köpa svenska delikatesser 
demokrati (noun)	Midsommar, Lucia, valborgsmässoafton, första maj, kungen, drottningen, riksdagen, regeringen, demokrati, Ingmar Bergman, Björn Borg, Greta Garbo, Birgit Nilsson. 
somalisk (adjective)	Vad har en somalisk kamelskötare för chans att hitta jobb i Sverige? 
demonstrera (verb)	Vi ska ju gå och demonstrera då. 
korridor (noun)	Han hade blivit så rädd att han gömt sig bakom skåpen i korridoren. 
korsning (noun)	Vid korsningen tar du till höger och sedan går du förbi Tyska kyrkan. 
denna (dt)	Miraklen infinner sig, ganska ofta, och det är om dessa mirakel av språklig förståelse som jag vill tala. 
denna (prounoun)	Detta förvånade undersökarna, precis som det har förvånat Anna Berg och Arne Damström. 
kort (adverb)	Kort sagt, vi har ett problem, eller rättare sagt, ni har ett problem. 
kort (adjective)	Vår nervositet tilltog under den korta promenaden. 
kort sagt (abm)	Kort sagt, vi har ett problem, eller rättare sagt, ni har ett problem. 
sommarlov (noun)	På sommarlovet åkte de på semester. 
desperat (adjective)	Till sist blev läraren desperat. 
dessert (noun)	En vanlig svensk dessert är glass med varm hjortronsylt. 
dessertost (noun)	— Vill du ha en hårdost eller en dessertost? 
dessutom (adverb)	Dessutom hade jag som mål att ta för runt 1 000 kronor i veckan. 
sommarstuga (noun)	Mäklaren: Jaså, ja, då har vi en sommarstuga utanför stan. 
det vill säga (abm)	(det vill säga) alla, både kvinnor och män, fick rösta. 
korvkiosk (noun)	Jag frågar mannen vid korvkiosken. 
diamant (noun)	Här har vi ett par äkta guld och diamanter i 18 karat! 
diamantbrosch (noun)	E: Vi har en diamantbrosch här ... 
kostym (noun)	Plötsligt står en ung man där, långhårig, orakad, klädd i en smutsig, brun kostym. 
sophämtning (noun)	Man måste ju betala en massa saker varje månad, olja och sophämtning till exempel. 
digitalkamera (noun)	Hon kan mycket om datorer och hon är duktig på att fotografera med digitalkamera. 
dill (noun)	Vi äter ofta laxen gravad, dvs rå med socker, salt och dill. 
dillsås (noun)	Servitören: Varsågoda, en stekt lax med pommes frites och dillsås, en biff med romsås och ris och en fisklasagne. 
kran (noun)	När hon vred på kranen kom öl i stället för vatten. 
kranvatten (noun)	Du får bara dricka mineralvatten, inte kranvatten. 
direktmeddelande (noun)	* messa = skicka direktmeddelande till varandra på nätet eller i mobilen 
direktör (noun)	På torsdag kommer några svenska författare, och på fredag kommer några direktörer från svenska företag. 
kratta (verb)	De gräver och planterar och krattar löv och väntar på sommaren. 
dirigera (verb)	Kör du i stället, så sitter jag bredvid och dirigerar! 
sova över (vbm)	Några besökare sov över i igloon och de tyckte att det var fantastiskt. 
diskbänk (noun)	Det finns en dusch, en toalett, en spis, ett kylskåp, en ugn och en diskbänk och flera skåp. 
sovkupé (noun)	Hon har tur och får en egen sovkupé. 
diskmaskin (noun)	Det står ju faktiskt här på skylten: Ställ in disken i diskmaskinen. 
diskotek (noun)	Massor av människor går på bio, teater, diskotek, dansrestauranger (dansbandsmusik är mycket populär) eller är med i intresseföreningar. 
sovsäck (noun)	Tält, sovsäckar, campingkök och vara flöjter hade vi med oss. 
spackla (verb)	EMIL: Ja, jag tvättade, skrapade, spacklade, slipade och målade. 
diskussion (noun)	Efter diskussionen gick han tyst runt i lägenheten. 
krig (noun)	En del böcker köpte hon men en del togs som krigsbyte av svenska soldater i kriget. 
distriktsläkare (noun)	Hej, jag heter Johan Lundman och är distriktsläkare här. 
dit (adverb)	Jag har inte varit där på ett tag, men jag skulle gärna vilja åka dit snart. 
spansk (adjective)	Det vita vinet är från Sydafrika och det röda är spanskt. 
spanska (noun)	Vi hade lektion i spanska ... 
krigssituation (noun)	Under civilplikten får man lära sig hur viktiga uppgifter i samhället sköts i en krigssituation. 
djup (adjective)	2Därefter kommer ett stadium med djupare sömn och där befinner man sig halva tiden av den tid man sover. 
djur (noun)	De har djur istället, t.ex. kor, svin, får, höns och kycklingar. 
kring (preposition)	Kring jord, som sol ' n förlät, 
djurpark (noun)	Men för en tid sedan såg de i en tidning att det fanns en djurpark med kameler på Oland. 
djursjukhus (noun)	Han är hemma från djursjukhuset. 
kristall (noun)	4 handla svensk kristall 
dock (adverb)	Det behöver dock inte vara själva risken som lockar, utan upplevelsen. 
docka (noun)	Då vägde hon bara 3,2 kilo och var liten som en docka. 
dofta (verb)	Inne hos Millan är det emellertid ljust och varmt, för det står levande ljus överallt, och det doftar gott. 
doktor (noun)	Tomas: Gå till doktorn! 
doktorera (verb)	Kanske doktorerar jag i framtiden. 
kristdemokrat (noun)	Kristdemokraterna (kd) har sedan valet 1991 varit ett riksdagsparti. 
doktorsexamen (noun)	Efter examen kan man söka till forskarutbildning för att ta doktorsexamen. 
specialitet (noun)	Specialitet: chiliöl och chilitequila Vår mexikanska rockgrupp spelarl 
speciell (adjective)	Ulla-Britt Kotsinas, numera biträdande professor i nordiska språk vid Stockholms universitet, gjorde då ett forskningsarbete om ungdomars speciella gruppspråk. 
spegel (noun)	Nu står han framför spegeln och knyter slipsen. 
krocka (verb)	Totalt 10 bilar krockade. 
krog (noun)	och drog från krog till krog 
spegla (verb)	Han kommer att stå och kamma sig och spegla sig. 
dominera (verb)	Andreas Men det här är verkligen något för dig: Eftersom branschen domineras av män ser vi gärna kvinnliga sökande. 
spelare (noun)	Han stoppar cd-skivan i en ficka och cd- spelaren i en annan. 
doppa (verb)	Och när jag doppat mig 
kronprinsessa (noun)	Victoria är Sveriges kronprinsessa. 
spelman (noun)	Folkdansgrupper och spelmän använder dem ofta. 
kropp (noun)	Man ger järnet hela tiden och efter matchen är man helt slut i kroppen. 
dra (verb)	Det går inte att dra några gränser. 
dra in (vbm)	Den har burrat upp fjädrarna och dragit in halsen och fötterna. 
spettekaka (noun)	Jag älskar typisk skånsk mat som sill, ål och spettekaka. 
spis (noun)	Det finns en dusch, en toalett, en spis, ett kylskåp, en ugn och en diskbänk och flera skåp. 
spisfläkt (noun)	I köket finns spis, spisfläkt, kyl och kakel. 
kryddmått (noun)	1 1/2 kryddmått svart- eller vitpeppar 
dramatisk (adjective)	Allt gick bra, även om det var lite dramatiskt ibland. 
kryddsmör (noun)	Patrik: Och jag tar oxfilé med kryddsmör och potatisgratäng. 
sportavdelning (noun)	Det finns många avdelningar på ett varuhus: en parfymavdelning, en sportavdelning, en elavdelning, en skoavdelning osv. 
sporthatare (noun)	Jag ar en 37-årig sporthatare på Gotland 
kryss (noun)	Titta på samma sida om det finns andra ord med kryss. 
dricks (noun)	Måste man ge dricks på restauranger i Sverige, förresten? 
kryssa (verb)	Kryssa för ord som du slår upp i ordboken. 
kräfta (noun)	Serverar kräftor och surströmming i augusti. 
sportlov (noun)	Man har jullov och sommarlov men också sportlov, påsklov och höstlov. 
drink (noun)	I isbaren minglar folk från alla delar av världen och man dricker drinkar i glas av is från älven. 
