varandra, prounoun	varandra	<ul><li>each other</li><li>also one another</li></ul>	de föll i varandras armar	they fell into each others&#39; arms	prounoun		Sidan 11	Kapitel_1 Rivstart_A1_A2
mun, noun	mun	<ul><li>mouth</li></ul>	kyssa någon på munnen	kiss someone on the mouth	noun	en	Sidan 44	Kapitel_4 Rivstart_A1_A2
roll, noun	roll	<ul><li>rôle, part</li><li>rôle</li><li>&quot;matter&quot;</li></ul>	spela rollen som Hamlet	play the part of Hamlet	noun	en	Sidan 32	Kapitel_3 Rivstart_A1_A2
oktober, noun	oktober	<ul><li>october</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
prata, verb	prata	<ul><li>talk</li></ul>	jag pratade med henne igår	I talked with (spoke to) her yesterday	verb	att	Sidan 09	Kapitel_1 Rivstart_A1_A2
organisation, noun	organisation	<ul><li>organization</li></ul>	resultatet beror på dålig organisation	the result is due to poor organization	noun	en	Sidan 141	Kaptiel_13 Rivstart_A1_A2
bo, verb	bo	<ul><li>the childern&#39;s ombudsman</li><li>reside, dwell, stay, live</li><li>have one&#39;s home</li></ul>			verb	att	Sidan 14	Kapitel_1 Rivstart_A1_A2
krona, noun	krona	<ul><li>heads, krona</li><li>crown</li><li>top, crown</li></ul>	krona o. klave		noun	en	Sidan 37	Kapitel_4 Rivstart_A1_A2
krona, noun	krona	<ul><li>heads, krona</li><li>crown</li><li>top, crown</li></ul>	krona o. klave		noun	en	Sidan 37	Kapitel_4 Rivstart_A1_A2
hus, noun	hus	<ul><li>building, house</li><li>a building in which people live or store things</li></ul>			noun	ett	Sidan 60	Kapitel_6 Rivstart_A1_A2
vän, noun	vän	<ul><li>friend (figuratively &quot;sby who likes sth.&quot;)</li></ul>	en vän till mig	a friend of mine	noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
dela, verb	dela	<ul><li>cut up, split up, divide</li><li>share</li><li>divide</li><li>separate into parts, have in common</li></ul>	dela ett arv	distribute an inheritance	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
februari, noun	februari	<ul><li>february</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
kort, adjective	kort	<ul><li>short (temporally and spatially)</li></ul>	korta ben	short legs	adjective		Sidan 37	Kapitel_4 Rivstart_A1_A2
kort, noun	kort	<ul><li>card</li><li>photo</li></ul>			noun	ett	Sidan 37	Kapitel_4 Rivstart_A1_A2
framtid, noun	framtid	<ul><li>future</li></ul>	det får framtiden utvisa	time will tell	noun	en	Sidan 98	Kapitel_9 Rivstart_A1_A2
köra, verb	köra	<ul><li>drive (also &quot;transport&quot;)</li><li>drive (away)</li></ul>	vill du köra mig till stationen?	would you drive me to the station?	verb	att	Sidan 84	Kapitel_8 Rivstart_A1_A2
timme, noun	timme	<ul><li>hour (also denotes lessons (in school))</li></ul>	två gånger i timmen	twice hourly	noun	en	Sidan 29	Kapitel_3 Rivstart_A1_A2
september, noun	september	<ul><li>september</li></ul>	en kall september	a cold September	noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
ensam, adjective	ensam	<ul><li>lonely, alone</li></ul>	han var ensam i rummet	he was alone in the room	adjective		Sidan 113	Kapitel_11 Rivstart_A1_A2
snart, adverb	snart	<ul><li>soon; shortly, before long</li></ul>	det är snart 50 år sen	soon it&#39;ll be 50 years ago	adverb		Sidan 96	Kapitel_9 Rivstart_A1_A2
titta, verb	titta	<ul><li>watch, see</li></ul>	titta på TV	watch TV	verb	att	Sidan 10	Kapitel_1 Rivstart_A1_A2
direkt, adverb	direkt	<ul><li>direct</li><li>without interruption or diversion, immediately; clearly</li></ul>	några av dina påståenden är direkt osanna	several of your statements are clearly untrue	adverb		Sidan 31	Kapitel_3 Rivstart_A1_A2
direkt, adjective	direkt	<ul><li>direct</li><li>proceeding without deviation; straight; immediate</li></ul>	direkta ledningar	direct lines	adjective		Sidan 31	Kapitel_3 Rivstart_A1_A2
ekonomi, noun	ekonomi	<ul><li>finances, economy</li><li>savings, housekeeping, economizing</li></ul>	kommunernas ekonomi har försämrats under året	the local authorities&#39; finances have worsened during the year	noun	en	Sidan 13	Kapitel_1 Rivstart_A1_A2
rad, noun	rad	<ul><li>series, row</li><li>line</li><li>row</li></ul>	en i raden av gratulanter	one in the line of congratulators	noun	en	Sidan 114	Kapitel_11 Rivstart_A1_A2
tidning, noun	tidning	<ul><li>newspaper, magazine</li></ul>	läsa tidningen	read the newspaper	noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
mening, noun	mening	<ul><li>opinion, idea</li><li>sense, meaning</li><li>intention</li><li>sentence</li></ul>	enligt min mening	in my opinion	noun	en	Sidan 13	Kapitel_1 Rivstart_A1_A2
utanför, preposition	utanför	<ul><li>outside</li></ul>	utanför dörren	outside the door	preposition		Sidan 34	Kapitel_3 Rivstart_A1_A2
utanför, adverb	utanför	<ul><li>outside</li></ul>			adverb		Sidan 34	Kapitel_3 Rivstart_A1_A2
juni, noun	juni	<ul><li>june</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
bil, noun	bil	<ul><li>motorcar, car, (automobile [us]), (auto [us])</li><li>car</li></ul>	åka bil	go by car	noun	en	Sidan 60	Kapitel_6 Rivstart_A1_A2
nummer, noun	nummer	<ul><li>number (also of sth. that has a certain number)</li><li>number</li></ul>	ett nytt nummer av Läkartidningen	a new issue (number) of Läkartidningen	noun	ett	Sidan 28	Kapitel_3 Rivstart_A1_A2
musik, noun	musik	<ul><li>music (also used of pieces of such arrangements)</li></ul>	musik av J S Bach	music of J. S. Bach	noun		Sidan 31	Kapitel_3 Rivstart_A1_A2
ändra, verb	ändra	<ul><li>change</li><li>alter, modify, shift, correct, transform</li></ul>	ändrade regler för beskattning	changed taxation rules	verb	att	Sidan 105	Kaptiel_10 Rivstart_A1_A2
träffa, verb	träffa	<ul><li>meet</li><li>hit</li><li>make</li></ul>	jag träffade henne på gatan	I ran into her in the street	verb	att	Sidan 46	Kapitel_5 Rivstart_A1_A2
diskutera, verb	diskutera	<ul><li>discuss, debate, argue</li><li>talk (about), deliberate</li></ul>	regeringen diskuterade invandringspolitiken	the Government discussed immigration policies	verb	att	Sidan 23	Kapitel_2 Rivstart_A1_A2
program, noun	program	<ul><li>programme, (program [us])</li><li>(program [us]), programme</li><li>software, program</li></ul>	vad står på programmet i kväll?	what is on the programme this evening?	noun	ett	Sidan 30	Kapitel_3 Rivstart_A1_A2
maj, noun	maj	<ul><li>may</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
amerikansk, adjective	amerikansk	<ul><li>american</li><li>of or from the U.S.A., pertaining to the U.S.A.</li></ul>			adjective		Sidan 53	Kapitel_5 Rivstart_A1_A2
naturligtvis, adverb	naturligtvis	<ul><li>of course</li><li>naturally, certainly</li></ul>	du har naturligtvis rätt	you are right, of course	adverb		Sidan 139	Kaptiel_13 Rivstart_A1_A2
fin, adjective	fin	<ul><li>smart, fine, elegant</li><li>good, excellent</li><li>slender, thin, fine</li><li>fine</li><li>subtle</li></ul>	en fin kostym	a smart suit	adjective		Sidan 21	Kapitel_2 Rivstart_A1_A2
enkel, adjective	enkel	<ul><li>easy, simple</li><li>simple</li><li>single</li><li>easy to understand, uncomplicated, unassuming, modest, natural, not double</li></ul>	ge en enkel förklaring	give a simple explanation	adjective		Sidan 111	Kaptiel_10 Rivstart_A1_A2
pris, noun	pris	<ul><li>pinch</li><li>price (also figuratively)</li><li>prize</li></ul>			noun	ett	Sidan 56	Kapitel_6 Rivstart_A1_A2
räkna, verb	räkna	<ul><li>calculate, count</li><li>count (also of other things than numbers)</li><li>count</li></ul>	räkna ut något i huvudet	do mental arithmetic	verb	att	Sidan 27	Kapitel_3 Rivstart_A1_A2
hem, adverb	hem	<ul><li>home</li><li>(go) to one&#39;s home or place of origin</li></ul>	resa hem	go home	adverb		Sidan 31	Kapitel_3 Rivstart_A1_A2
hem, noun	hem	<ul><li>home (figuratively &quot;the spirit of togetherness within a family&quot;)</li><li>house, home</li><li>the place where one lives, permanent accommodation, an institution or building serving as a home or as accommodation</li></ul>	arbeta i hemmet	work at home, do home-based work	noun	ett	Sidan 31	Kapitel_3 Rivstart_A1_A2
idé, noun	idé	<ul><li>idea, point</li></ul>	konstiga idéer	strange ideas	noun	en	Sidan 44	Kapitel_4 Rivstart_A1_A2
gram, noun	gram	<ul><li>gram</li></ul>	1 000 gram är ett kilo	there are 1,000 grams in a kilo	noun	ett	Sidan 45	Kapitel_4 Rivstart_A1_A2
tjänst, noun	tjänst	<ul><li>job, post</li><li>service, duty</li><li>service, favour</li></ul>	i demokratins tjänst	in the service of democracy	noun	en	Sidan 141	Kaptiel_13 Rivstart_A1_A2
heta, verb	heta	<ul><li>be called (named) (have as an equivalent (in another language))</li><li>be said to be</li><li>have as one&#39;s name, alleged</li></ul>	vad heter det på engelska?	what&#39;s it called in English?	verb	att	Sidan 09	Kapitel_1 Rivstart_A1_A2
kultur, noun	kultur	<ul><li>culture</li><li>culture, agriculture</li></ul>	den västerländska kulturen	Western culture	noun	en	Sidan 111	Kaptiel_10 Rivstart_A1_A2
äta, verb	äta	<ul><li>eat</li></ul>	när äter vi?	when do we eat?	verb	att	Sidan 30	Kapitel_3 Rivstart_A1_A2
flytta, verb	flytta	<ul><li>move</li></ul>	vill du flytta på stolen	will you move the chair, please?	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
ute, adverb	ute	<ul><li>out</li><li>up</li><li>out (informal)</li><li>outside, out-of-doors</li></ul>	ute på balkongen	out on the balcony	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
politiker, noun	politiker	<ul><li>politician</li></ul>			noun	en	Sidan 107	Kaptiel_10 Rivstart_A1_A2
lätt, adjective	lätt	<ul><li>light</li><li>gentle</li><li>easy</li><li>slight</li></ul>	lätt som en fjäder	light as a feather	adjective		Sidan 16	Kapitel_1 Rivstart_A1_A2
lätt, adverb	lätt	<ul><li>readily (expresses that sth. has a tendency to happen)</li></ul>	man blir lätt isolerad i en storstad	it is easy to become isolated in a big city	adverb		Sidan 16	Kapitel_1 Rivstart_A1_A2
förälder, noun	förälder	<ul><li>parent</li></ul>			noun	en	Sidan 57	Kapitel_6 Rivstart_A1_A2
april, noun	april	<ul><li>april</li><li>the fourth month of the year</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
kristen, adjective	kristen	<ul><li>christian</li></ul>	kristna värderingar	Christian values	adjective		Sidan 111	Kaptiel_10 Rivstart_A1_A2
dö, verb	dö	<ul><li>die (used figuratively of things, &quot;disappear, cease&quot;)</li></ul>	leendet dog på hennes läppar	the smile died on her lips	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
mars, noun	mars	<ul><li>march</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
kväll, noun	kväll	<ul><li>evening</li></ul>	på onsdag kväll	[on] Wednesday evening	noun	en	Sidan 32	Kapitel_3 Rivstart_A1_A2
länk, noun	länk	<ul><li>link (also figuratively)</li><li>link</li></ul>			noun	en	Sidan 119	Kapitel_11 Rivstart_A1_A2
växa, verb	växa	<ul><li>grow</li><li>grow (of plants)</li></ul>	oj, vad du har vuxit!	my, how you&#39;ve grown!	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
vatten, noun	vatten	<ul><li>water</li></ul>	hoppa i vattnet	jump in the water	noun		Sidan 08	Kapitel_1 Rivstart_A1_A2
tyvärr, adverb	tyvärr	<ul><li>unfortunately</li></ul>	jag kan tyvärr inte komma	unfortunately, I cannot come	adverb		Sidan 36	Kapitel_4 Rivstart_A1_A2
punkt, noun	punkt	<ul><li>point, full stop</li><li>point</li><li>point, item</li></ul>	komma till punkt	come to the point	noun	en	Sidan 118	Kapitel_11 Rivstart_A1_A2
spel, noun	spel	<ul><li>game (particularly of party games and sport; also figuratively of rôles)</li><li>playing (in compounds also &quot;instrument&quot;)</li></ul>	de olympiska spelen	the Olympic Games	noun	ett	Sidan 20	Kapitel_2 Rivstart_A1_A2
språk, noun	språk	<ul><li>language (also by extension)</li></ul>	siffrorna talade sitt tydliga språk	the figures spoke for themselves	noun	ett	Sidan 09	Kapitel_1 Rivstart_A1_A2
föreslå, verb	föreslå	<ul><li>suggest, propose</li></ul>	jag föreslår omval	I propose a new (second) election	verb	att	Sidan 112	Kapitel_11 Rivstart_A1_A2
mat, noun	mat	<ul><li>food (also of meals)</li></ul>	före maten	before eating	noun		Sidan 21	Kapitel_2 Rivstart_A1_A2
lyssna, verb	lyssna	<ul><li>listen</li></ul>	lyssna på musik	listen to music	verb	att	Sidan 09	Kapitel_1 Rivstart_A1_A2
rum, noun	rum	<ul><li></li><li>room</li><li>room, space</li></ul>			noun	ett	Sidan 54	Kapitel_5 Rivstart_A1_A2
ungefär, adverb	ungefär	<ul><li>about</li><li>approximately, roughly, more or less</li></ul>			adverb		Sidan 28	Kapitel_3 Rivstart_A1_A2
starta, verb	starta	<ul><li>start</li></ul>	vi startade från Göteborg kl. 6	we set off from Gothenburg at 6 o&#39;clock	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
öppen, adjective	öppen	<ul><li>open</li><li>open, frank</li></ul>	åka i öppen bil	travel in an open car	adjective		Sidan 44	Kapitel_4 Rivstart_A1_A2
augusti, noun	augusti	<ul><li>august</li><li>the eighth month of the year</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
positiv, adjective	positiv	<ul><li>positive</li></ul>	positiv utveckling	positive trend (development)	adjective		Sidan 48	Kapitel_5 Rivstart_A1_A2
rolig, adjective	rolig	<ul><li>funny</li></ul>	en rolig historia	a funny story	adjective		Sidan 20	Kapitel_2 Rivstart_A1_A2
juli, noun	juli	<ul><li>july</li></ul>			noun		Sidan 82	Kapitel_8 Rivstart_A1_A2
bjuda, verb	bjuda	<ul><li>invite, offer, ask</li><li>invite sby home; offer food, pay for</li></ul>	hennes föräldrar bjöd mig på middag	her parents invited me to dinner	verb	att	Sidan 113	Kapitel_11 Rivstart_A1_A2
hinna, verb	hinna	<ul><li>reach, advance</li><li>manage, have time</li><li>arrive in time, reach, have sufficient time</li></ul>	han hann inte med bussen	he didn&#39;t make (missed) the bus	verb	att	Sidan 87	Kapitel_8 Rivstart_A1_A2
religion, noun	religion	<ul><li>religion</li></ul>	främmande religioner	strange (unknown) religions	noun	en	Sidan 111	Kaptiel_10 Rivstart_A1_A2
källa, noun	källa	<ul><li>well; source (figuratively, &quot;origin, cause&quot;)</li><li>source</li></ul>	en ständig källa till bekymmer	a constant source of worry	noun	en	Sidan 14	Kapitel_1 Rivstart_A1_A2
må, verb	må	<ul><li>may (indicates a desire; formal)</li><li>might (just) (gives assurance)</li><li>must, may (indicates probability)</li><li>may, let (formal; expresses permission in legal language)</li><li>feel (of health or well-being)</li></ul>	måtte han komma!	let him come!	verb	att	Sidan 18	Kapitel_2 Rivstart_A1_A2
far, noun	far	<ul><li>father</li></ul>			noun	en	Sidan 58	Kapitel_6 Rivstart_A1_A2
författare, noun	författare	<ul><li>writer, author</li></ul>			noun	en	Sidan 54	Kapitel_5 Rivstart_A1_A2
full, adjective	full	<ul><li>full</li><li>complete, whole</li><li>intoxicated, drunk</li></ul>	full tank	full tank	adjective		Sidan 130	Kapitel_12 Rivstart_A1_A2
passa, verb	passa	<ul><li>be suitable</li><li>look after, watch</li><li>pass</li><li>tending, nursing</li></ul>	passa in i sammanhanget	fit in the context	verb	att	Sidan 58	Kapitel_6 Rivstart_A1_A2
öppna, verb	öppna	<ul><li>open</li></ul>	öppna ett paket	open a packet	verb	att	Sidan 118	Kapitel_11 Rivstart_A1_A2
mamma, noun	mamma	<ul><li>mummy, mum, (mom [us]), mother, (mommy [us]), (mama [us])</li></ul>			noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
hemma, adverb	hemma	<ul><li>home, at home</li></ul>	hon är inte hemma	she&#39;s not at home	adverb		Sidan 20	Kapitel_2 Rivstart_A1_A2
jude, noun	jude	<ul><li>jew</li></ul>			noun	en	Sidan 111	Kaptiel_10 Rivstart_A1_A2
vacker, adjective	vacker	<ul><li>beautiful (particularly of a person&#39;s appearance; of weather, &quot;clear and sunny&quot;)</li><li>good-looking, lovely, handsome, pretty</li></ul>	en vacker flicka	a beautiful girl	adjective		Sidan 61	Kapitel_6 Rivstart_A1_A2
modern, adjective	modern	<ul><li>modern</li><li>fashionable</li></ul>	modern konst	modern art	adjective		Sidan 69	Kaptiel_7 Rivstart_A1_A2
elev, noun	elev	<ul><li>pupil, student</li></ul>	hon var elev till Picasso	she was a pupil of Picasso&#39;s	noun	en		Kapitel_1 Rivstart_A1_A2
kung, noun	kung	<ul><li>king (also used figuratively, &quot;the person who rules, the greatest&quot; etc.)</li><li>king</li><li>in playing cards and chess</li></ul>	Sveriges kung	the King of Sweden	noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
katt, noun	katt	<ul><li>cat</li></ul>			noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
dit, adverb	dit	<ul><li>that way, there, in that direction</li><li>where, there</li><li>to that place, to which place</li></ul>	han vinglade hit och dit	he staggered all over the place	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
vit, adjective	vit	<ul><li>white (depending on the object, also &quot;light, not coloured&quot;)</li></ul>	vit skjorta	white shirt	adjective		Sidan 68	Kaptiel_7 Rivstart_A1_A2
klocka, noun	klocka	<ul><li>clock, watch</li><li>bell (also used for objects with the same shape or function)</li></ul>	vad är klockan?	what time is it?	noun	en	Sidan 29	Kapitel_3 Rivstart_A1_A2
befolkning, noun	befolkning	<ul><li>people, population, the inhabitants</li></ul>			noun	en	Sidan 110	Kaptiel_10 Rivstart_A1_A2
resa, noun	resa	<ul><li>journey, trip</li></ul>			noun	en	Sidan 63	Kapitel_6 Rivstart_A1_A2
resa, verb	resa	<ul><li>travel</li><li>raise, put up</li><li>bring up</li></ul>	jag reser utomlands på semestern	I travel abroad on my holidays	verb	att	Sidan 63	Kapitel_6 Rivstart_A1_A2
hund, noun	hund	<ul><li>dog</li><li>the domesticated animal Canis familiaris</li></ul>	gå ut med hunden	take the dog for a walk	noun	en	Sidan 25	Kapitel_2 Rivstart_A1_A2
glömma, verb	glömma	<ul><li>forget, neglect</li><li>forget</li><li>fail to remember, unintentionally leave behind</li></ul>	glömma (bort) någons födelsedag	forget sby&#39;s birthday	verb	att	Sidan 119	Kapitel_11 Rivstart_A1_A2
kul, adjective	kul	<ul><li>fun (informal)</li></ul>	hade du kul på festen?	did you have a good time at the party?	adjective		Sidan 21	Kapitel_2 Rivstart_A1_A2
natt, noun	natt	<ul><li>night (also adverbial: &quot;at night&quot;)</li></ul>	i natt drömde jag om dej	I dreamed of you last night	noun	en	Sidan 127	Kapitel_12 Rivstart_A1_A2
förstås, adverb	förstås	<ul><li>of course (understood), understood, indeed</li></ul>			adverb		Sidan 31	Kapitel_3 Rivstart_A1_A2
älska, verb	älska	<ul><li>love (also &quot;be fond of, like&quot;)</li><li>make love</li></ul>	älska god mat	love good food	verb	att	Sidan 31	Kapitel_3 Rivstart_A1_A2
glad, adjective	glad	<ul><li>pleased, happy</li><li>fond</li><li>enjoying pleasure and contentment</li></ul>	glada skratt	happy laughter	adjective		Sidan 66	Kaptiel_7 Rivstart_A1_A2
dator, noun	dator	<ul><li>computer</li><li>a device that can retrieve data quickly; programmable electronic data device</li></ul>			noun	en	Sidan 24	Kapitel_2 Rivstart_A1_A2
presentera, verb	presentera	<ul><li>introduce (by extension &quot;present, describe&quot;)</li></ul>	han presenterade mig för sin fru	he introduced me to his wife	verb	att	Sidan 11	Kapitel_1 Rivstart_A1_A2
stanna, verb	stanna	<ul><li>stop</li><li>stay</li></ul>	tåget stannar i Hallsberg	the train stops at Hallsberg	verb	att	Sidan 54	Kapitel_5 Rivstart_A1_A2
byta, verb	byta	<ul><li>exchange, change</li></ul>	vill du byta plats med mig?	would you mind changing places with me?	verb	att	Sidan 24	Kapitel_2 Rivstart_A1_A2
alternativ, noun	alternativ	<ul><li>alternative</li><li>a choice between two or more possibilities; one of a number of possibilities</li></ul>	välja mellan olika alternativ	choose between two or more possibilities	noun	ett	Sidan 14	Kapitel_1 Rivstart_A1_A2
alternativ, adjective	alternativ	<ul><li>alternative</li><li>which can be chosen instead of sth. else</li></ul>	ett alternativt förslag	an alternative suggestion	adjective		Sidan 14	Kapitel_1 Rivstart_A1_A2
minut, noun	minut	<ul><li>minute</li><li>minutia, sundry (used most commonly in compounds meaning &quot;in small amounts&quot;)</li></ul>			noun	en	Sidan 29	Kapitel_3 Rivstart_A1_A2
minut, noun	minut	<ul><li>minute</li><li>minutia, sundry (used most commonly in compounds meaning &quot;in small amounts&quot;)</li></ul>			noun	en	Sidan 29	Kapitel_3 Rivstart_A1_A2
ingenting, prounoun	ingenting	<ul><li>anything, nothing</li></ul>	jag vet ingenting om saken	I know nothing about that	prounoun		Sidan 94	Kapitel_9 Rivstart_A1_A2
svart, adjective	svart	<ul><li>black (figuratively of evil, grief and unlawful actions)</li><li>black</li></ul>	en svart dag för demokratin	a black day for democracy	adjective		Sidan 68	Kaptiel_7 Rivstart_A1_A2
ö, noun	ö	<ul><li>island</li></ul>	en öde ö	a desert island	noun	en	Sidan 80	Kapitel_8 Rivstart_A1_A2
metod, noun	metod	<ul><li>method</li></ul>	skumma metoder	dubious methods	noun	en	Sidan 114	Kapitel_11 Rivstart_A1_A2
säker, adjective	säker	<ul><li>safe, sure, certain</li><li>reliable, safe</li><li>sure, certain</li></ul>	pengarna är i säkert förvar	the money is in safe keeping	adjective		Sidan 106	Kaptiel_10 Rivstart_A1_A2
tysk, adjective	tysk	<ul><li>german</li></ul>			adjective		Sidan 53	Kapitel_5 Rivstart_A1_A2
tysk, noun	tysk	<ul><li>german</li></ul>			noun	en	Sidan 53	Kapitel_5 Rivstart_A1_A2
fylla, verb	fylla	<ul><li>fill</li></ul>	fylla en kopp	fill a cup	verb	att	Sidan 119	Kapitel_11 Rivstart_A1_A2
ris, noun	ris	<ul><li>rice</li><li>sprigs, twigs</li></ul>	kokt ris	boiled rice	noun		Sidan 126	Kapitel_12 Rivstart_A1_A2
nät, noun	nät	<ul><li>net (also figuratively of finely-woven lines (network) of communication)</li></ul>			noun	ett	Sidan 20	Kapitel_2 Rivstart_A1_A2
tjäna, verb	tjäna	<ul><li>serve</li><li>earn, deserve</li></ul>	tjäna som en tankeställare	serve as an eye-opener	verb	att	Sidan 62	Kapitel_6 Rivstart_A1_A2
fru, noun	fru	<ul><li>wife, mrs.</li></ul>	fru Nilsson	Mrs. Nilsson	noun	en	Sidan 15	Kapitel_1 Rivstart_A1_A2
fundera, verb	fundera	<ul><li>think, ponder</li></ul>	jag funderar på att åka till Stockholm	I&#39;m thinking of going to Stockholm	verb	att	Sidan 74	Kaptiel_7 Rivstart_A1_A2
sommar, noun	sommar	<ul><li>summer</li></ul>	under hela sommaren	for the entire summer	noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
kund, noun	kund	<ul><li>customer</li></ul>	kunden har alltid rätt	the customer is always right	noun	en	Sidan 78	Kaptiel_7 Rivstart_A1_A2
snabb, adjective	snabb	<ul><li>fast, speedy, prompt, rapid, quick, swift</li></ul>	i snabb takt	at a rapid pace	adjective		Sidan 92	Kapitel_9 Rivstart_A1_A2
fel, noun	fel	<ul><li>mistake, mis-</li><li>fault</li><li>wrong</li><li>responsibility for a mistake</li></ul>	göra ett fel	make a mistake	noun	ett	Sidan 106	Kaptiel_10 Rivstart_A1_A2
fel, adverb	fel	<ul><li>mistake, mis- (indicating a mistake, used in phrases)</li></ul>	skörden har slagit fel	the crop failed	adverb		Sidan 106	Kaptiel_10 Rivstart_A1_A2
fel, adjective	fel	<ul><li>wrong</li></ul>	gå in genom fel dörr	go through the wrong door	adjective		Sidan 106	Kaptiel_10 Rivstart_A1_A2
natur, noun	natur	<ul><li>nature (particularly of the reality one sees)</li><li>nature (also &quot;character, kind&quot;)</li><li>nature</li></ul>	gå ut i naturen	go for a country walk (walk in the countryside)	noun		Sidan 51	Kapitel_5 Rivstart_A1_A2
tack, noun	tack	<ul><li>thanks (expression of appreciation; also used as an interjection &quot;thank you!&quot;)</li></ul>	tack för maten!	thank you for a delicious meal!	noun	ett	Sidan 18	Kapitel_2 Rivstart_A1_A2
läge, noun	läge	<ul><li>position</li><li>situation</li><li>site, berth</li></ul>	huset har ett vackert läge	the house is beautifully situated	noun	ett	Sidan 18	Kapitel_2 Rivstart_A1_A2
växt, noun	växt	<ul><li>plant</li><li>growth</li></ul>	växter och djur	plants and animals	noun	en	Sidan 123	Kapitel_12 Rivstart_A1_A2
muslim, noun	muslim	<ul><li>muslim</li></ul>			noun	en	Sidan 111	Kaptiel_10 Rivstart_A1_A2
linje, noun	linje	<ul><li>line</li><li>route, line</li><li>line, policy</li></ul>	en rät linje	a straight line	noun	en	Sidan 93	Kapitel_9 Rivstart_A1_A2
bank, noun	bank	<ul><li>bar, (sand)bank</li><li>embankment</li><li>bank</li><li>a mass of sand or gravel, as a shoal, in a body of water, a bank for carrying a road or railway, an establishment which lends money, deals in securities, etc., repository, place of storage</li></ul>			noun	en	Sidan 13	Kapitel_1 Rivstart_A1_A2
fredag, noun	fredag	<ul><li>friday</li></ul>			noun		Sidan 46	Kapitel_5 Rivstart_A1_A2
lärare, noun	lärare	<ul><li>teacher</li></ul>			noun	en		Kapitel_1 Rivstart_A1_A2
söndag, noun	söndag	<ul><li>sunday</li></ul>			noun	en	Sidan 47	Kapitel_5 Rivstart_A1_A2
röd, adjective	röd	<ul><li>red</li><li>red (informal)</li><li>socialist</li></ul>	röda vinbär	redcurrants	adjective		Sidan 54	Kapitel_5 Rivstart_A1_A2
stund, noun	stund	<ul><li>moment, while</li></ul>	en stunds förströelse	a period of entertainment (amusement)	noun	en	Sidan 35	Kapitel_3 Rivstart_A1_A2
trevlig, adjective	trevlig	<ul><li>pleasant (used of people, &quot;likable&quot;)</li></ul>	en trevlig människa	a pleasant person	adjective		Sidan 21	Kapitel_2 Rivstart_A1_A2
skilja, verb	skilja	<ul><li>separate, part, sever; divide</li><li>distinguish, differentiate, tell apart</li><li>divorce, separate</li></ul>	skilja de stridande åt	separate the combatants	verb	att	Sidan 14	Kapitel_1 Rivstart_A1_A2
döda, verb	döda	<ul><li>kill (figuratively, &quot;repress&quot;)</li></ul>	presidenten lät döda gerillaledaren	the president had the guerrilla leader killed	verb	att	Sidan 127	Kapitel_12 Rivstart_A1_A2
ringa, verb	ringa	<ul><li>ring, call, call (by telephone)</li><li>call</li></ul>	ring mig ikväll!	ring me this evening!	verb	att	Sidan 28	Kapitel_3 Rivstart_A1_A2
ringa, adjective	ringa	<ul><li>small, insignificant</li></ul>	ett ringa antal	a negligible number	adjective		Sidan 28	Kapitel_3 Rivstart_A1_A2
utifrån, preposition	utifrån	<ul><li>on the basis of</li></ul>	jag bedömer saken utifrån mina erfarenheter	I judge the matter on the basis of my experience	preposition		Sidan 133	Kaptiel_13 Rivstart_A1_A2
utifrån, adverb	utifrån	<ul><li>from outside</li></ul>	skaffa folk utifrån	get people from outside	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
hänga, verb	hänga	<ul><li>hang, suspend</li><li>hang</li><li>fasten to an elevated point so that the lower part is free; be in such a position, execute by suspending by the neck from a gallows</li></ul>	hänga (upp) tvätt	hang out washing	verb	att	Sidan 46	Kapitel_5 Rivstart_A1_A2
universitet, noun	universitet	<ul><li>university</li></ul>	Lunds universitet	University of Lund	noun	ett	Sidan 16	Kapitel_1 Rivstart_A1_A2
hård, adjective	hård	<ul><li>strong, hard</li><li>harsh, severe, fierce</li><li>unyielding to pressure or bending, trying</li></ul>	hård som stål	hard as nails	adjective		Sidan 69	Kaptiel_7 Rivstart_A1_A2
