inhemsk (adjective)	inhemsk	adjective		<ul><li>domestic</li></ul>			[sound:inhemsk.mp3]	
ängel (noun)	ängel	noun	en	<ul><li>angel (figuratively &quot;a good person&quot;)</li></ul>	du är en ängel!	you are an angel!	[sound:ängel.mp3]	
blott (adverb)	blott	adverb		<ul><li>only, merely</li></ul>	ett minne blott	but a memory	[sound:blott.mp3]	
förhålla sig (verb)	förhålla sig	verb	att	<ul><li>relate to</li><li>conduct oneself, behave</li></ul>	hur förhåller det sig med den saken?	how do matters stand on that issue?		
förhålla (verb)	förhålla	verb	att	<ul><li>relate to</li></ul>				
regelverk (noun)	regelverk	noun	ett	<ul><li>framework, regulations</li></ul>				
nackdel (noun)	nackdel	noun	en	<ul><li>disadvantage, drawback</li></ul>	vara till nackdel (för)	be a disadvantage (for)	[sound:nackdel.mp3]	
vittne (noun)	vittne	noun	ett	<ul><li>witness (also commonly &quot;sby who was present (when sth. took place) and can testify to what happened&quot;)</li></ul>	bli vittne till en olycka	be a witness to an accident	[sound:vittne.mp3]	
medvetet (adverb)	medvetet	adverb		<ul><li>deliberately</li></ul>	han bröt medvetet mot trafikreglerna	he deliberately violated traffic regulations	[sound:medvetet.mp3]	
gas (noun)	gas	noun		<ul><li>gas, substance resembling air</li><li>fuel supply to an engine, accelerator, (gas [us]), (pedal with which to control) the supply of fuel to an engine</li><li>gauze, thin, loosely woven fabric</li></ul>	elda med gas	heat with gas	[sound:gas.mp3]	
tipsa (verb)	tipsa	verb	att	<ul><li>tip [off]</li></ul>				
våldtäkt (noun)	våldtäkt	noun	en	<ul><li>rape</li></ul>			[sound:våldtäkt.mp3]	
återfinna (verb)	återfinna	verb	att	<ul><li>recover, find again</li></ul>	bland de inbjudna gästerna återfinns kungen och drottningen	the king and queen are among the guests invited		
huvudsakligen (adverb)	huvudsakligen	adverb		<ul><li>mainly, main thing</li></ul>				
överge (verb)	överge	verb	att	<ul><li>abandon</li></ul>				
likaså (adverb)	likaså	adverb		<ul><li>likewise</li></ul>	mjölken stiger i pris, likaså köttet	milk is getting more expensive, as is meat	[sound:likaså.mp3]	
bringa (verb)	bringa	verb	att	<ul><li>bring, convey, bring in (its) wake; cause</li></ul>	bringa olycka	bring misfortune	[sound:bringa.mp3]	
sammanfattning (noun)	sammanfattning	noun	en	<ul><li>summary</li></ul>				
graf (noun)	graf	noun	en	<ul><li>graph</li></ul>				
anspråk (noun)	anspråk	noun	ett	<ul><li>pretension, requirement, claim, demand, demand made on behalf of oneself</li></ul>	listan gör inte anspråk på att vara fullständig	the list does not claim to be complete	[sound:anspråk.mp3]	
motsättning (noun)	motsättning	noun	en	<ul><li>antagonism, opposition</li></ul>	motsättningar mellan Peking och Moskva	hostility between Beijing and Moscow	[sound:motsättning.mp3]	
byte (noun)	byte	noun	ett	<ul><li>exchange</li><li>booty, loot, prey, plunder, quarry</li><li>byte (english), 8 bits</li></ul>	de fick en ny bil i byte	they got a new car in exchange	[sound:byte.mp3]	
logik (noun)	logik	noun		<ul><li>logic</li></ul>	jag kan inte se logiken i ditt förslag	I can&#39;t see the logic in your proposal	[sound:logik.mp3]	
resonera (verb)	resonera	verb	att	<ul><li>reason, discuss</li></ul>	vi kan väl resonera oss fram till en lösning	I&#39;m sure we can talk it over and arrive at a solution		
tempel (noun)	tempel	noun	ett	<ul><li>temple, tempel</li></ul>			[sound:tempel.mp3]	
krönika (noun)	krönika	noun	en	<ul><li>chronicle</li></ul>			[sound:krönika.mp3]	
tillbringa (verb)	tillbringa	verb	att	<ul><li>spend</li></ul>	tillbringa ett år utomlands	spend a year abroad		
kopia (noun)	kopia	noun	en	<ul><li>copy</li></ul>	ta en kopia av brevet	copy a letter	[sound:kopia.mp3]	
instans (noun)	instans	noun	en	<ul><li>authority</li></ul>	vända sig till högre instans	appeal to a higher authority	[sound:instans.mp3]	
företagare (noun)	företagare	noun	en	<ul><li>industrialist, employer, company owner</li></ul>	egen företagare	self-employed	[sound:företagare.mp3]	
medlemskap (noun)	medlemskap	noun	ett	<ul><li>membership</li></ul>				
egentlig (adjective)	egentlig	adjective		<ul><li>real, actual, proper</li></ul>			[sound:egentlig.mp3]	
landsbygd (noun)	landsbygd	noun		<ul><li>countryside</li></ul>			[sound:landsbygd.mp3]	
gest (noun)	gest	noun	en	<ul><li>gesture (figuratively, &quot;action intended to demonstrate a person&#39;s feelings, etc.&quot;), movement (of the hand), gesticulation</li></ul>	en tom gest	an empty gesture	[sound:gest.mp3]	
föreskrift (noun)	föreskrift	noun	en	<ul><li>regulation, direction</li></ul>			[sound:föreskrift.mp3]	
generellt (adverb)	generellt	adverb		<ul><li>generally</li></ul>				
konto (noun)	konto	noun	ett	<ul><li>account</li></ul>			[sound:konto.mp3]	
tämligen (adverb)	tämligen	adverb		<ul><li>fairly</li></ul>	jag känner henne tämligen väl	I know her fairly well	[sound:tämligen.mp3]	
ryka (verb)	ryka	verb	att	<ul><li>smoke</li><li>be lost (informal)</li></ul>	i rykande storm	in a raging storm		
reglering (noun)	reglering	noun	en	<ul><li>regulation</li></ul>				
misstänkt (adjective)	misstänkt	adjective		<ul><li>suspicious, shady</li></ul>			[sound:misstänkt.mp3]	
bete sig (verb)	bete sig	verb	att	<ul><li>act, behave</li></ul>	hur ska man bete sig?	how should one behave?		
kollektiv (adjective)	kollektiv	adjective		<ul><li>collective</li></ul>			[sound:kollektiv.mp3]	
kollektiv (noun)	kollektiv	noun	ett	<ul><li>collective (used especially of a group of people who live, eat, etc. together)</li></ul>			[sound:kollektiv.mp3]	
vänlig (adjective)	vänlig	adjective		<ul><li>friendly (also used in polite phrases)</li></ul>			[sound:vänlig.mp3]	
hemlighet (noun)	hemlighet	noun	en	<ul><li>secret, that which is kept secret, or from the knowledge or view of others</li></ul>	göra något i hemlighet	do sth. in secret	[sound:hemlighet.mp3]	
administrativ (adjective)	administrativ	adjective		<ul><li>administrative, relating to administration, administrative</li></ul>			[sound:administrativ.mp3]	
tillägg (noun)	tillägg	noun	ett	<ul><li>addition</li></ul>	göra ett tillägg till texten	add a comment (amendment) to the text	[sound:tillägg.mp3]	
fordon (noun)	fordon	noun	ett	<ul><li>vehicle</li></ul>			[sound:fordon.mp3]	
nöja sig (verb)	nöja sig	verb	att	<ul><li>be satisfied (content) with</li></ul>	Sverige fick nöja sig med att hamna trea i tävlingen	Sweden had to be content with a third place in the competition		
kliva (verb)	kliva	verb	att	<ul><li>stride, climb</li></ul>	kliva ombord	climb aboard		
mandat (noun)	mandat	noun	ett	<ul><li>mandate, commission</li><li>seat (used especially of parliament)</li></ul>	vid valet förlorade moderaterna tre mandat	the Moderate Party lost three seats in the election	[sound:mandat.mp3]	
inledning (noun)	inledning	noun	en	<ul><li>beginning, introduction</li></ul>			[sound:inledning.mp3]	
antyda (verb)	antyda	verb	att	<ul><li>hint, suggest, intimate, indicate, give to understand; imply</li></ul>	hans inkomst är högre än siffrorna antyder	his income is greater than the figures would suggest		
innefatta (verb)	innefatta	verb	att	<ul><li>contain, include, consist of, comprise</li></ul>	avtalet innefattar en paragraf om skadestånd	the agreement contains a clause on damages		
kommunicera (verb)	kommunicera	verb	att	<ul><li>communicate</li></ul>	vi kommunicerade alltid på engelska	we always communicated in English		
praktiskt (adverb)	praktiskt	adverb		<ul><li>practically, practical</li></ul>				
förmån (noun)	förmån	noun	en	<ul><li>advantage, benefit</li></ul>	ekonomiska förmåner	financial benefits	[sound:förmån.mp3]	
motivering (noun)	motivering	noun	en	<ul><li>motivation</li></ul>				
tystnad (noun)	tystnad	noun		<ul><li>silence</li></ul>	en kompakt tystnad	an utter silence	[sound:tystnad.mp3]	
genomgå (verb)	genomgå	verb	att	<ul><li>undergo, live through, experience</li></ul>	genomgå en förändring	undergo a change		
nåd (noun)	nåd	noun		<ul><li>pardon (also in religion of god&#39;s forgiving love (grâce))</li><li>favour</li></ul>			[sound:nåd.mp3]	
redaktion (noun)	redaktion	noun	en	<ul><li>editorial staff (also editorial office)</li></ul>	i redaktionen	on the editorial staff	[sound:redaktion.mp3]	
extern (adjective)	extern	adjective		<ul><li>external</li></ul>			[sound:extern.mp3]	
sfär (noun)	sfär	noun	en	<ul><li>sphere (figuratively, &quot;area; circle&quot;)</li></ul>			[sound:sfär.mp3]	
flygplan (noun)	flygplan	noun	ett	<ul><li>aeroplane, aircraft</li></ul>			[sound:flygplan.mp3]	
kamrat (noun)	kamrat	noun	en	<ul><li>friend, comrade, companion</li></ul>			[sound:kamrat.mp3]	
premiärminister (noun)	premiärminister	noun	en	<ul><li>prime minister (in some countries other than sweden)</li></ul>			[sound:premiärminister.mp3]	
botten (noun)	botten	noun	en	<ul><li>bottom (figurative and informal, &quot;bad, worthless&quot;), that which is furthest down</li></ul>			[sound:botten.mp3]	
västerländsk (adjective)	västerländsk	adjective		<ul><li>western, occidental</li></ul>			[sound:västerländsk.mp3]	
skala (noun)	skala	noun	en	<ul><li>scale, Diatonic or chromatic succession of the notes. Every octave of a diatonic scale contains seven full tones: do, re, mi, fa, sol, la, si in the major scale (in Swedish: c, d, e, f, g, a, h) and la, si, di, re, mi, fa, sol in the minor scale (in Swedish a, hc, d, e, f, g), the eighth tone constituting the repetition of the higher octave. Every chromatic scale contains 12 notes in one octave, separated by a semitone: do (c), do sharp (ciss), re (d), re sharp (diss), mi (e), fa (f), fa sharp (fiss), sol (g), sol sharp (giss), la (a), la sharp (aiss), si (h) [and the repetition of do].</li><li>range, scale, spectrum</li></ul>	öva skalor	practice scales	[sound:skala.mp3]	
utsikt (noun)	utsikt	noun	en	<ul><li>view</li><li>forecast</li><li>prospect, chance</li></ul>	vi har goda utsikter att lyckas	our prospects of success are good, we have a good chance of succeeding	[sound:utsikt.mp3]	
besegra (verb)	besegra	verb	att	<ul><li>conquer, beat, vanquish</li></ul>	IFK besegrade Malmö FF på hemmaplan	IFK beat Malmö FF at home		
utfärda (verb)	utfärda	verb	att	<ul><li>issue</li></ul>	utfärda ett intyg	issue a certificate		
stimulera (verb)	stimulera	verb	att	<ul><li>stimulate</li></ul>	en stimulerande uppgift	a stimulating task		
kraftfull (adjective)	kraftfull	adjective		<ul><li>vigorous, powerful, forceful</li></ul>				
utöka (verb)	utöka	verb	att	<ul><li>increase, extend, enlarge</li></ul>	personalen kommer att utökas med 15 tjänster	the workforce will be increased by 15 posts		
angripa (verb)	angripa	verb	att	<ul><li>attack (also used of rust, pests, etc.), attack; damage</li></ul>	bilen var angripen av rost	the car was heavily rusted		
utseende (noun)	utseende	noun	ett	<ul><li>appearance</li></ul>	vi är lika till utseendet	we look alike, we resemble one another in appearance	[sound:utseende.mp3]	
promenad (noun)	promenad	noun	en	<ul><li>walk, stroll</li></ul>	gå en promenad	go for a walk	[sound:promenad.mp3]	
universum (noun)	universum	noun		<ul><li>universe</li></ul>			[sound:universum.mp3]	
järnväg (noun)	järnväg	noun	en	<ul><li>railway, (railroad [us]) (also of companies providing railway transport services)</li></ul>	korsa järnvägen	cross the railway	[sound:järnväg.mp3]	
utbyte (noun)	utbyte	noun	ett	<ul><li>exchange</li><li>benefit, also, pleasure, profit</li></ul>	lämna en enrummare i utbyte mot en tvårummare	exchange a one-room apartment for a two-room apartment	[sound:utbyte.mp3]	
öppenhet (noun)	öppenhet	noun		<ul><li>candour, frankness, openness, sincerity, approachability, forthright, transparency, openness, frankness, candor</li></ul>			[sound:öppenhet.mp3]	
grundval (noun)	grundval	noun	en	<ul><li>foundation, basis (mostly used in set phrases)</li></ul>	grundvalarna för ett mänskligare samhälle	the foundations of a more humane society	[sound:grundval.mp3]	
attackera (verb)	attackera	verb	att	<ul><li>attack</li></ul>	regeringen attackerades hårt av oppositionen	the Government were put under heavy pressure by the opposition		
slita (verb)	slita	verb	att	<ul><li>wear, wear out</li><li>tear, pull</li><li>work [hard], toil, slave away</li></ul>	tyget håller att slita på	the cloth is resistant to wear		
föregående (adjective)	föregående	adjective		<ul><li>previous, preceding</li></ul>			[sound:föregående.mp3]	
föreskriva (verb)	föreskriva	verb	att	<ul><li>prescribe, direct</li></ul>	vad föreskriver lagen?	what does the law prescribe?		
anhängare (noun)	anhängare	noun	en	<ul><li>follower, supporter, sympathizer</li></ul>			[sound:anhängare.mp3]	
hyra (verb)	hyra	verb	att	<ul><li>rent (brittish english), hire, make use of against payment</li></ul>	vi hyrde huset		[sound:hyra.mp3]	
hyra (noun)	hyra	noun	en	<ul><li>rent, rental, hire, payment for the right to use sth.</li></ul>	betala hyra för en lägenhet	pay rent for a flat	[sound:hyra.mp3]	
kärna (noun)	kärna	noun	en	<ul><li>seed, pip</li></ul>	en kärna av sanning	a grain of truth	[sound:kärna.mp3]	
löpa (verb)	löpa	verb	att	<ul><li>run, race</li><li>extend</li><li>carry, bear</li><li>be on (in) heat</li></ul>	löpa hundra meter	run one hundred metres		
tillföra (verb)	tillföra	verb	att	<ul><li>provide, supply</li></ul>	tillföra staten pengar	provide the government with money		
trovärdighet (noun)	trovärdighet	noun		<ul><li>credibly</li></ul>				
varv (noun)	varv	noun	ett	<ul><li>shipyard</li><li>revolution (particularly in a certain path &quot;a turn round&quot;), orbit, turn, round</li></ul>	toppvarv	at top revs	[sound:varv.mp3]	
osäkerhet (noun)	osäkerhet	noun		<ul><li>uncertainty</li></ul>				
enstaka (adjective)	enstaka	adjective		<ul><li>occasional, separate, individual</li></ul>			[sound:enstaka.mp3]	
vana (noun)	vana	noun	en	<ul><li>habit, experience</li></ul>	en dålig vana	a bad habit	[sound:vana.mp3]	
spänning (noun)	spänning	noun	en	<ul><li>voltage, tension</li><li>tension, excitement</li></ul>	vi väntade med stor spänning på resultatet	we waited anxiously for the results	[sound:spänning.mp3]	
anfall (noun)	anfall	noun	ett	<ul><li>attack</li><li>attack, fit, onset of sickness or mental agitation</li></ul>	gå till anfall	attack, take the offensive on	[sound:anfall.mp3]	
utarbeta (verb)	utarbeta	verb	att	<ul><li>prepare</li></ul>	förslaget har utarbetats av regeringen	the proposal was prepared (drawn up) by the Government		
skrämma (verb)	skrämma	verb	att	<ul><li>terrify, alarm, scare, intimidate, frighten</li></ul>	han låter sig inte skrämmas i första taget	he doesn&#39;t scare easily		
skribent (noun)	skribent	noun	en	<ul><li>writer, journalist</li></ul>			[sound:skribent.mp3]	
sakta (adverb)	sakta	adverb		<ul><li>slowly, gently</li></ul>	köra sakta	drive slowly	[sound:sakta.mp3]	
tillsätta (verb)	tillsätta	verb	att	<ul><li>add</li><li>appoint</li></ul>	tillsätt en deciliter grädde	add a deciliter of cream		
tvekan (noun)	tvekan	noun	en	<ul><li>doubt</li></ul>	det råder ingen tvekan om att något måste göras	there is no doubt that sth. has to be done	[sound:tvekan.mp3]	
tand (noun)	tand	noun	en	<ul><li>tooth (also used of objects that serve a similar purpose)</li></ul>	dra ut en tand	pull a tooth	[sound:tand.mp3]	
yrka (verb)	yrka	verb	att	<ul><li>demand, move</li></ul>	yrka avslag			
tacksam (adjective)	tacksam	adjective		<ul><li>grateful</li><li>rewarding</li></ul>			[sound:tacksam.mp3]	
tävla (verb)	tävla	verb	att	<ul><li>compete</li></ul>	tävla om förstapriset	compete for first place		
bortom (preposition)	bortom	preposition		<ul><li>beyond (also used figuratively), on the other side (of)</li></ul>	bortom bergen	beyond the hills	[sound:bortom.mp3]	
utbilda (verb)	utbilda	verb	att	<ul><li>educate</li></ul>	utbildad personal	trained staff		
hemland (noun)	hemland	noun	ett	<ul><li>native country (also &quot;the country in which one lives&quot;), the country in which one has grown up</li></ul>	mitt gamla hemland	my former homeland	[sound:hemland.mp3]	
utav (preposition)	utav	preposition		<ul><li>out of</li></ul>				
avvisa (verb)	avvisa	verb	att	<ul><li>turn down, send away, reject, turn away</li></ul>	ställa sig avvisande till	take up a negative attitude towards		
potentiell (adjective)	potentiell	adjective		<ul><li>potential</li></ul>			[sound:potentiell.mp3]	
sovjetisk (adjective)	sovjetisk	adjective		<ul><li>soviet</li></ul>			[sound:sovjetisk.mp3]	
skepp (noun)	skepp	noun	ett	<ul><li>vessel, ship</li><li>nave</li></ul>			[sound:skepp.mp3]	
utgång (noun)	utgång	noun	en	<ul><li>exit</li><li>end, close, outcome</li><li>initial</li></ul>	utgången av 1981	the end of 1981	[sound:utgång.mp3]	
skrämmande (adjective)	skrämmande	adjective		<ul><li>frightening, terrifying, alarming, intimidating</li></ul>			[sound:skrämmande.mp3]	
omedelbar (adjective)	omedelbar	adjective		<ul><li>direct, immediate</li></ul>			[sound:omedelbar.mp3]	
kapacitet (noun)	kapacitet	noun	en	<ul><li>capacity (also used of sby who does good work)</li></ul>	han är en kapacitet inom sitt område	he is an outstanding person in his field	[sound:kapacitet.mp3]	
genomsnitt (noun)	genomsnitt	noun	ett	<ul><li>average, mean value</li></ul>	i genomsnitt	on (the) average	[sound:genomsnitt.mp3]	
värdig (adjective)	värdig	adjective		<ul><li>worthy</li><li>dignified</li></ul>			[sound:värdig.mp3]	
gymnasium (noun)	gymnasium	noun	ett	<ul><li>upper secondary school (previously, the upper levels at a comprehensive school), high school (american english)</li></ul>	tekniskt gymnasium	upper secondary technical school	[sound:gymnasium.mp3]	
umgås (verb)	umgås	verb	att	<ul><li>see (spend time with) each other</li></ul>	umgås med sina grannar	see one&#39;s neighbours	[sound:umgås.mp3]	
knä (noun)	knä	noun	ett	<ul><li>knee</li></ul>			[sound:knä.mp3]	
element (noun)	element	noun	ett	<ul><li>element</li><li>radiator</li><li>part, element, component, part, component</li></ul>	vara i sitt rätta element	be in one&#39;s element	[sound:element.mp3]	
fredlig (adjective)	fredlig	adjective		<ul><li>peaceable, peaceful</li></ul>			[sound:fredlig.mp3]	
gubbe (noun)	gubbe	noun	en	<ul><li>old man, fellow</li></ul>			[sound:gubbe.mp3]	
arrangera (verb)	arrangera	verb	att	<ul><li>arrange, organize, plan</li></ul>	tävlingen arrangeras av Riksidrottsförbundet	the tournament will be arranged by the Swedish Sports Confederation		
skugga (noun)	skugga	noun	en	<ul><li>shade, shadow</li></ul>	sitta i skuggan av ett träd	sit in the shade of a tree	[sound:skugga.mp3]	
pressa (verb)	pressa	verb	att	<ul><li>squeeze, put pressure on</li><li>press</li></ul>	hon kände sig pressad	she felt she was under pressure		
självständighet (noun)	självständighet	noun		<ul><li>self-government, independence</li></ul>	krav på självständighet	calls for independence	[sound:självständighet.mp3]	
slutlig (adjective)	slutlig	adjective		<ul><li>ultimate, final</li></ul>			[sound:slutlig.mp3]	
tvivel (noun)	tvivel	noun		<ul><li>doubt</li></ul>	det råder inget tvivel om att hon har rätt	there is no doubt that she is right	[sound:tvivel.mp3]	
fälla (verb)	fälla	verb	att	<ul><li>fell (of people and animals, also: knock down, &quot;kill&quot;)</li><li>pass sentence on, convict</li><li>make, let fall</li><li>run</li></ul>	fälla en regering	bring down a government	[sound:fälla.mp3]	
fälla (noun)	fälla	noun	en	<ul><li>trap, pitfall</li></ul>	lura någon i en fälla	lure someone into a trap	[sound:fälla.mp3]	
näst (adverb)	näst	adverb		<ul><li>second, next</li></ul>	näst intill omöjligt	almost (virtually) impossible	[sound:näst.mp3]	
utbud (noun)	utbud	noun	ett	<ul><li>range, assortment, selection</li></ul>			[sound:utbud.mp3]	
opinion (noun)	opinion	noun	en	<ul><li>opinion</li></ul>	bokens åsikter speglar den allmänna opinionen		[sound:opinion.mp3]	
värdera (verb)	värdera	verb	att	<ul><li>value</li></ul>	tavlan är värderad till en miljon	the painting is valued at a million		
allvarligt (adverb)	allvarligt	adverb		<ul><li>serious</li></ul>				
dagligen (adverb)	dagligen	adverb		<ul><li>daily, every day</li></ul>			[sound:dagligen.mp3]	
ursprungligen (adverb)	ursprungligen	adverb		<ul><li>originally</li></ul>	huset byggdes ursprungligen som skola	the house was originally built as a school	[sound:ursprungligen.mp3]	
fördela (verb)	fördela	verb	att	<ul><li>divide</li></ul>	lägenheten är fördelad på fem rum	the apartment has five rooms		
ovanligt (adverb)	ovanligt	adverb		<ul><li>unusually, unusual, extraordinary</li></ul>				
reducera (verb)	reducera	verb	att	<ul><li>reduce, bring down, diminish, lower</li></ul>	reduceras till passiva mottagare	be reduced to passive recipients		
vanligt (adverb)	vanligt	adverb		<ul><li>usually, common, ordinary, usual, common, plain, commonly, common, commonly, frequently, commonly, frequently, usual</li></ul>				
skadestånd (noun)	skadestånd	noun	ett	<ul><li>damages, reparation(s)</li></ul>	hon fick betala skadestånd för att hon vållat olyckan	she had to pay damages for causing the accident	[sound:skadestånd.mp3]	
kopiera (verb)	kopiera	verb	att	<ul><li>copy (figuratively, &quot;try to resemble&quot;)</li></ul>	kopiera ett foto	print a photograph		
övergång (noun)	övergång	noun	en	<ul><li>transition, crossing, changeover</li></ul>	övergång till högertrafik	transition (changeover) to driving on the right	[sound:övergång.mp3]	
ångest (noun)	ångest	noun		<ul><li>anxiety, fear, dread</li></ul>	hon greps av ångest och oro inför framtiden	she was seized with dread and worry about the future	[sound:ångest.mp3]	
vakt (noun)	vakt	noun	en	<ul><li>watch (also of the place one is watching)</li><li>watch, guard</li></ul>			[sound:vakt.mp3]	
förhandla (verb)	förhandla	verb	att	<ul><li>negotiate, bargain</li></ul>	förhandla om ett avtal	negotiate a contract		
koncentrera (verb)	koncentrera	verb	att	<ul><li>concentrate</li></ul>	produktionen är koncentrerad till Stockholm	their manufacturing facilities are mostly located in Stockholm		
tabell (noun)	tabell	noun	en	<ul><li>table</li></ul>			[sound:tabell.mp3]	
önskan (noun)	önskan	noun	en	<ul><li>wish</li></ul>	få en önskan uppfylld	have a wish come true	[sound:önskan.mp3]	
teckning (noun)	teckning	noun	en	<ul><li>drawing</li><li>markings</li></ul>	hunden har en ovanligt vacker teckning	the dog has unusually beautiful markings	[sound:teckning.mp3]	
avgå (verb)	avgå	verb	att	<ul><li>resign, retire, withdraw from one&#39;s office</li><li>leave, start, depart, start, depart from a place</li></ul>	han avgår med pension nästa år	he&#39;ll be retiring on a pension next year		
grav (noun)	grav	noun	en	<ul><li>moat, grave, place of burial; wide ditch or trench</li></ul>			[sound:grav.mp3]	
agenda (noun)	agenda	noun	en	<ul><li>go away</li></ul>				
samfund (noun)	samfund	noun	ett	<ul><li>society, association, academy, communion</li></ul>			[sound:samfund.mp3]	
krets (noun)	krets	noun	en	<ul><li>circle</li><li>circuit</li></ul>	i politiska kretsar	in political circles	[sound:krets.mp3]	
kunglig (adjective)	kunglig	adjective		<ul><li>royal (figuratively, &quot;splendid, superb&quot;)</li></ul>			[sound:kunglig.mp3]	
anmälan (noun)	anmälan	noun	en	<ul><li>report, announcement, report to an authority; application, entry</li></ul>	anmälan till tävlingen mottas på expeditionen	entries for the competition should be handed in at the reception	[sound:anmälan.mp3]	
inneha (verb)	inneha	verb	att	<ul><li>possess, own</li></ul>				
stabilitet (noun)	stabilitet	noun		<ul><li>stability</li></ul>				
förnuft (noun)	förnuft	noun	ett	<ul><li>reason, sense</li></ul>	sunt förnuft	common sense	[sound:förnuft.mp3]	
ovanstående (adjective)	ovanstående	adjective		<ul><li>the above</li></ul>			[sound:ovanstående.mp3]	
trovärdig (adjective)	trovärdig	adjective		<ul><li>trustworthy</li></ul>			[sound:trovärdig.mp3]	
strunta (verb)	strunta	verb	att	<ul><li>not bother about</li></ul>	strunta i detaljer	not bother about details		
akademisk (adjective)	akademisk	adjective		<ul><li>academic</li></ul>			[sound:akademisk.mp3]	
permanent (adjective)	permanent	adjective		<ul><li>permanent</li></ul>			[sound:permanent.mp3]	
nyttig (adjective)	nyttig	adjective		<ul><li>useful (commonly &quot;positive&quot;)</li></ul>			[sound:nyttig.mp3]	
invändning (noun)	invändning	noun	en	<ul><li>objection, challange, objection</li></ul>				
våning (noun)	våning	noun	en	<ul><li>flat</li><li>floor</li></ul>	hyra ut en våning	let a flat	[sound:våning.mp3]	
långsamt (adverb)	långsamt	adverb		<ul><li>slowly</li></ul>				
propaganda (noun)	propaganda	noun		<ul><li>propaganda, publicity</li></ul>	den borgerliga propagandan	conservative propaganda	[sound:propaganda.mp3]	
troende (adjective)	troende	adjective		<ul><li>believer</li></ul>			[sound:troende.mp3]	
resolution (noun)	resolution	noun	en	<ul><li>resolution</li></ul>	konferensen antog en resolution	the conference adopted a resolution	[sound:resolution.mp3]	
ekonomiskt (adverb)	ekonomiskt	adverb		<ul><li>economical, economic</li></ul>				
därpå (adverb)	därpå	adverb		<ul><li>subsequently</li></ul>	dagen därpå	the next day	[sound:därpå.mp3]	
formulering (noun)	formulering	noun	en	<ul><li>formulation, wording</li></ul>			[sound:formulering.mp3]	
ihjäl (adverb)	ihjäl	adverb		<ul><li>to death, killed, dead, kill, to death, dead</li></ul>	slå ihjäl	beat to death	[sound:ihjäl.mp3]	
instämma (verb)	instämma	verb	att	<ul><li>agree [with]</li></ul>	jag instämmer med föregående talare	I agree with the preceding speaker		
halvår (noun)	halvår	noun	ett	<ul><li>half a year, six months, semi-annual,  six months</li></ul>	resultatet under första halvåret i år	(the company&#39;s) income after six months	[sound:halvår.mp3]	
debattera (verb)	debattera	verb	att	<ul><li>debate, confer, discuss</li></ul>	frågan ska debatteras i riksdagen	the question will be debated in parliament		
idiot (noun)	idiot	noun	en	<ul><li>idiot (used as an insult; informal)</li></ul>			[sound:idiot.mp3]	
yttersta (adjective)	yttersta	adjective		<ul><li>farthest, outermost, utmost, outmost</li></ul>			[sound:yttersta.mp3]	
intill (preposition)	intill	preposition		<ul><li>beside, next to</li></ul>	vi bor alldeles intill vägen	we live right by the road	[sound:intill.mp3]	
intill (adverb)	intill	adverb		<ul><li>next to</li></ul>	flickan i huset intill	the girl next door	[sound:intill.mp3]	
torr (adjective)	torr	adjective		<ul><li>dry</li><li>dry (also used negatively, &quot;boring&quot;)</li><li>dry (used of wines)</li></ul>			[sound:torr.mp3]	
söt (adjective)	söt	adjective		<ul><li>sweet</li><li>sweet (of appearance), cute, attractive</li></ul>			[sound:söt.mp3]	
socialist (noun)	socialist	noun	en	<ul><li>socialist</li></ul>			[sound:socialist.mp3]	
anordna (verb)	anordna	verb	att	<ul><li>organize, arrange</li></ul>	kursen anordnas på arbetstid	the course will be held during working hours		
besviken (adjective)	besviken	adjective		<ul><li>disappointed</li></ul>			[sound:besviken.mp3]	
lektion (noun)	lektion	noun	en	<ul><li>class, lesson</li></ul>			[sound:lektion.mp3]	
ledsen (adjective)	ledsen	adjective		<ul><li>sad (also used in polite phrases)</li></ul>			[sound:ledsen.mp3]	
grattis (interjection)	grattis	interjection		<ul><li>congratulations (informal)</li></ul>	grattis på födelsedagen	happy birthday	[sound:grattis.mp3]	
sistnämnd (adjective)	sistnämnd	adjective		<ul><li>last-mentioned, latter</li></ul>			[sound:sistnämnd.mp3]	
tragisk (adjective)	tragisk	adjective		<ul><li>tragic</li></ul>			[sound:tragisk.mp3]	
försäkra (verb)	försäkra	verb	att	<ul><li>assure</li><li>insure</li></ul>	försäkra på heder och samvete	assure on one&#39;s honour		
ideal (noun)	ideal	noun	ett	<ul><li>ideal</li></ul>	idealet är att alla har arbete	our ideal is for everyone to have a job	[sound:ideal.mp3]	
vice (adjective)	vice	adjective		<ul><li>vice- (in titles and the like), deputy</li></ul>			[sound:vice.mp3]	
hantering (noun)	hantering	noun	en	<ul><li>handling, taking care of, management</li></ul>				
målsättning (noun)	målsättning	noun	en	<ul><li>objective</li></ul>			[sound:målsättning.mp3]	
begripa (verb)	begripa	verb	att	<ul><li>understand, perceive, grasp, comprehend</li></ul>	jag begriper inte ett dugg	I just don&#39;t get it		
upphov (noun)	upphov	noun	ett	<ul><li>origin</li></ul>			[sound:upphov.mp3]	
kränka (verb)	kränka	verb	att	<ul><li>insult</li><li>violate</li></ul>	en kränkande behandling	an insulting treatment		
i morse (adverb)	i morse	adverb		<ul><li>this morning</li></ul>			[sound:i morse.mp3]	
